fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Daniel DUCARME,1788,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Parti réformateur libéral/Front démocratique des francophones ,1999-2004,07-1999,male
Andrew DUFF,4514,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,male
Olivier DUHAMEL,2314,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Bárbara DÜHRKOP DÜHRKOP,1313,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,female
Garrelt DUIN,5969,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,10-2000,male
Olivier DUPUIS,2281,Italy,Technical Group of Independent Members ,Non-attached Members,Lista Emma Bonino ,1999-2004,07-1999,male
Marie-Françoise DUTHU,26190,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,1999-2004,02-2004,female
Lone DYBKJÆR,1901,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Det Radikale Venstre ,1999-2004,07-1999,male
Michl EBNER,2075,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Südtiroler Volkspartei ,1999-2004,07-1999,male
Raina A. Mercedes ECHERER,4252,Austria,Group of the Greens/European Free Alliance ,None,Die Grünen - Die Grüne Alternative ,1999-2004,07-1999,female
Petros EFTHYMIOU,4488,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,07-1999,male
Milan EKERT,23692,Czechia,Group of the Party of European Socialists ,None,Česká strana sociálně demokratická ,1999-2004,04-2003,male
József ÉKES,23823,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Magyar Demokrata Fórum ,1999-2004,04-2003,male
Saïd EL KHADRAOUI,25718,Belgium,Group of the Party of European Socialists ,None,Socialistische Partij ,1999-2004,10-2003,male
James ELLES,1419,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Mátyás EÖRSI,23829,Hungary,"Group of the European Liberal, Democrat and Reform Party ",None,Szabad Demokraták Szövetsége ,1999-2004,04-2003,male
Marianne ERIKSSON,2262,Sweden,Confederal Group of the European United Left/Nordic Green Left ,None,Vänsterpartiet ,1999-2004,07-1999,female
Alain ESCLOPÉ,4420,France,Group for a Europe of Democracies and Diversities ,None,"Chasse, Pêche, Nature, Traditions ",1999-2004,07-1999,male
Pere ESTEVE,4350,Spain,"Group of the European Liberal, Democrat and Reform Party ",None,Convergència Democràtica Catalunya ,1999-2004,07-1999,male
Harald ETTL,2286,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1999-2004,07-1999,male
Jill EVANS,4550,United Kingdom,Group of the Greens/European Free Alliance ,None,Plaid Cymru - Parti of Wales ,1999-2004,07-1999,female
Jonathan EVANS,4549,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Robert EVANS,2099,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Juan Manuel FABRA VALLÉS,1996,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Hynek FAJMON,23695,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,1999-2004,04-2003,male
Richard FALBR,23840,Czechia,Group of the Party of European Socialists ,None,Česká strana sociálně demokratická ,1999-2004,04-2003,male
Nigel FARAGE,4525,United Kingdom,Group for a Europe of Democracies and Diversities ,None,UK Independence Party ,1999-2004,07-1999,male
Göran FÄRM,4265,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1999-2004,07-1999,male
Carlo FATUZZO,4413,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partito Pensionati ,1999-2004,07-1999,male
Claudio FAVA,4469,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,male
Szabolcs FAZAKAS,23804,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,male
Markus FERBER,1917,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,1999-2004,07-1999,male
Fernando FERNÁNDEZ MARTÍN,2012,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Juan Manuel FERRÁNDEZ LEZAUN,25341,Spain,Group of the Greens/European Free Alliance ,None,Partido Aragones ,1999-2004,07-2003,male
Anne FERREIRA,5735,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,12-1999,female
Enrico FERRI,990,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Robert FICO,23869,Slovakia,Group of the Party of European Socialists ,None,Smer ,1999-2004,04-2003,male
Christel FIEBIGER,4300,Germany,Confederal Group of the European United Left/Nordic Green Left ,None,Partei des Demokratischen Sozialismus ,1999-2004,07-1999,female
Ilda FIGUEIREDO,4466,Portugal,Confederal Group of the European United Left/Nordic Green Left ,None,Partido Comunista Português ,1999-2004,07-1999,female
Krzysztof FILIPEK,23796,Poland,Non-attached Members,None,Samoobrona RP ,1999-2004,04-2003,male
Gianfranco FINI,1007,Italy,Non-attached Members,Union for Europe of the Nations Group ,Alleanza nazionale ,1999-2004,07-1999,male
Francesco FIORI,4396,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Raffaele FITTO,4465,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
James (Jim) FITZSIMONS,1443,Ireland,Union for Europe of the Nations Group ,None,Fianna Fáil Party ,1999-2004,07-1999,male
Hélène FLAUTRE,4385,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,1999-2004,07-1999,female
Colette FLESCH,1184,Luxembourg,"Group of the European Liberal, Democrat and Reform Party ",None,Parti démocratique ,1999-2004,08-1999,female
Karl-Heinz FLORENZ,1038,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Christos FOLIAS,4481,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,07-1999,male
Nicole FONTAINE,945,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,07-1999,female
Glyn FORD,1413,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Marco FORMENTINI,2038,Italy,Non-attached Members,"Group of the European Liberal, Democrat and Reform Party ",Lega Nord per l'indipendenza della Padania ,1999-2004,07-1999,male
Jacqueline FOSTER,4553,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,female
Janelly FOURTOU,4336,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,07-1999,female
Carmen FRAGA ESTÉVEZ,1993,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,female
Pernille FRAHM,4437,Denmark,Confederal Group of the European United Left/Nordic Green Left ,None,Socialistisk Folkeparti ,1999-2004,07-1999,female
Geneviève FRAISSE,4352,France,Confederal Group of the European United Left/Nordic Green Left ,None,Indépendant ,1999-2004,07-1999,female
Monica FRASSONI,4254,Italy,Group of the Greens/European Free Alliance ,None,Ecolo ,1999-2004,07-1999,female
Ingo FRIEDRICH,1264,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,1999-2004,07-1999,male
Jean-Claude FRUTEAU,4297,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Piotr GADZINOWSKI,23761,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Michael GAHLER,2341,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Per GAHRTON,2114,Sweden,Group of the Greens/European Free Alliance ,None,Green Party ,1999-2004,07-1999,male
Milan GAĽA,26833,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Slovenská demokratická a kresťanská únia ,1999-2004,05-2004,male
Andrzej Józef GAŁAŻEWSKI,23783,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,1999-2004,04-2003,male
Tomáš GALBAVỶ,26834,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Slovenská demokratická a kresťanská únia ,1999-2004,05-2004,male
Gerardo GALEOTE,2001,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Pat the Cope GALLAGHER,2125,Ireland,Union for Europe of the Nations Group ,None,Fianna Fáil Party ,1999-2004,07-1999,male
Marie-Françoise GARAUD,4360,France,Non-attached Members,None,sans étiquette ,1999-2004,07-1999,female
José Manuel GARCÍA-MARGALLO Y MARFIL,1992,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Cristina GARCÍA-ORCOYEN TORMO,4322,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,female
Giuseppe GARGANI,4562,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Georges GAROT,2313,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Salvador GARRIGA POLLEDO,1665,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Charles de GAULLE,1878,France,Technical Group of Independent Members ,None,Front national ,1999-2004,07-1999,male
Andrzej Karol GAWŁOWSKI,23762,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Jas GAWRONSKI,1113,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,1999-2004,07-1999,male
Evelyne GEBHARDT,1913,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Vitaliano GEMELLI,4463,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Cristiani democratici uniti ,1999-2004,07-1999,male
Ljubo GERMIČ,23711,Slovenia,"Group of the European Liberal, Democrat and Reform Party ",None,Liberalna Demokracija Slovenije ,1999-2004,04-2003,male
Fiorella GHILARDOTTI,2024,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,female
Marietta GIANNAKOU,1431,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,07-1999,female
Maciej Marian GIERTYCH,24088,Poland,Non-attached Members,None,Liga Polskich Rodzin ,1999-2004,06-2003,male
Neena GILL,4533,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,female
Marie-Hélène GILLIG,4295,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,female
José María GIL-ROBLES GIL-DELGADO,1219,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Norbert GLANTE,1902,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Anne-Karin GLASE,1844,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Gian Paolo GOBBO,4741,Italy,Technical Group of Independent Members ,None,Lega Nord per l'indipendenza della Padania ,1999-2004,07-1999,male
Robert GOEBBELS,4429,Luxembourg,Group of the Party of European Socialists ,None,Parti ouvrier socialiste luxembourgeois ,1999-2004,07-1999,male
Lutz GOEPEL,1845,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Charles GOERENS,840,Luxembourg,"Group of the European Liberal, Democrat and Reform Party ",None,Parti démocratique ,1999-2004,07-1999,male
Willi GÖRLACH,1221,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Silva GOLDE,26739,Latvia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Tautas partija ,1999-2004,03-2004,female
Bruno GOLLNISCH,1164,France,Technical Group of Independent Members ,Non-attached Members,Front national ,1999-2004,07-1999,male
Alfred GOMOLKA,1923,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Laura GONZÁLEZ ÁLVAREZ,1875,Spain,Confederal Group of the European United Left/Nordic Green Left ,None,Izquierda Unida ,1999-2004,07-1999,female
Robert GOODWILL,4543,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Koldo GOROSTIAGA ATXALANDABASO,4379,Spain,Non-attached Members,None,Euskal Herritarrok ,1999-2004,07-1999,male
João GOUVEIA,25798,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Social Democrata ,1999-2004,10-2003,male
Genowefa GRABOWSKA,23717,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,female
Vasco GRAÇA MOURA,4450,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Social Democrata ,1999-2004,07-1999,male
Friedrich-Wilhelm GRAEFE zu BARINGDORF,1040,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/die Grünen ,1999-2004,07-1999,male
Pauline GREEN,1308,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,female
Lisbeth GRÖNFELDT BERGMAN,5897,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata samlingspartiet ,1999-2004,04-2000,female
Lissy GRÖNER,1061,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Mathieu GROSCH,2247,Belgium,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christliche Soziale Partei,1999-2004,07-1999,male
Françoise GROSSETÊTE,2025,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Démocratie libérale ,1999-2004,07-1999,female
Attila László GRUBER,23815,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,1999-2004,04-2003,male
Zofia GRZEBISZ-NOWICKA,23763,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,female
Andrzej GRZYB,23785,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Polskie Stronnictwo Ludowe ,1999-2004,04-2003,male
Zita GURMAI,23805,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,female
Cristina GUTIÉRREZ-CORTINES,4326,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,female
Catherine GUY-QUINT,4314,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,female
András GYÜRK,23816,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,1999-2004,04-2003,male
Bertel HAARDER,1925,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1999-2004,07-1999,male
Gerhard HAGER,2290,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1999-2004,07-1999,male
Daniel HANNAN,4555,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Klaus HÄNSCH,1266,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Michel HANSENNE,4250,Belgium,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Parti social-chrétien ,1999-2004,07-1999,male
Malcolm HARBOUR,4538,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Konstantinos HATZIDAKIS,2186,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,07-1999,male
Jutta HAUG,1914,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Heidi HAUTALA,2054,Finland,Group of the Greens/European Free Alliance ,None,Vihreät ,1999-2004,07-1999,female
Adeline HAZAN,4299,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,female
Christopher HEATON-HARRIS,4517,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Ewa HEDKVIST PETERSEN,4266,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1999-2004,07-1999,female
Gyula HEGYI,23806,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,male
Roger HELMER,4516,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Jozef HERIBAN,25571,Slovakia,"Group of the European Liberal, Democrat and Reform Party ",None,Aliancia nového občana ,1999-2004,09-2003,male
Marie-Thérèse HERMANGE,2016,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Rassemblement pour la République ,1999-2004,07-1999,female
Jorge Salvador HERNÁNDEZ MOLLAR,2271,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,07-1999,male
Esther HERRANZ GARCÍA,22418,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,1999-2004,01-2002,female
Philippe A.R. HERZOG,1167,France,Confederal Group of the European United Left/Nordic Green Left ,None,sans étiquette ,1999-2004,08-2000,male
Ruth HIERONYMI,4279,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Magdalene HOFF,1235,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Vilém HOLÁŇ,23697,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Křesťansko democratická unie - Československá strana lídová ,1999-2004,04-2003,male
François HOLLANDE,4285,France,Group of the Party of European Socialists ,None,Parti socialiste ,1999-2004,07-1999,male
Michael John HOLMES,4530,United Kingdom,Group for a Europe of Democracies and Diversities ,Non-attached Members,UK Independence Party ,1999-2004,07-1999,male
Mary HONEYBALL,5846,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,02-2000,female
Brice HORTEFEUX,5565,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Rassemblement pour la République ,1999-2004,09-1999,male
Franc HORVAT,23714,Slovenia,Group of the Party of European Socialists ,None,Združena lista socialnih demokratov ,1999-2004,04-2003,male
Richard HOWITT,2073,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Ian HUDGHTON,2338,United Kingdom,Group of the Greens/European Free Alliance ,None,Scottish National Party ,1999-2004,07-1999,male
Robert HUE,4351,France,Confederal Group of the European United Left/Nordic Green Left ,None,Parti communiste français ,1999-2004,07-1999,male
Stephen HUGHES,1407,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,male
Christopher HUHNE,4523,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrat Party ,1999-2004,07-1999,male
Michiel van HULTEN,4557,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1999-2004,07-1999,male
Anneli HULTHÉN,2264,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1999-2004,07-1999,female
John HUME,1408,United Kingdom,Group of the Party of European Socialists ,None,Social Democratic and Labour Party ,1999-2004,07-1999,male
Liam HYLAND,2199,Ireland,Union for Europe of the Nations Group ,None,Fianna Fáil Party ,1999-2004,07-1999,male
Ulpu IIVARI,2055,Finland,Group of the Party of European Socialists ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,1999-2004,07-1999,female
Wolfgang ILGENFRITZ,4251,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1999-2004,07-1999,male
Toomas Hendrik ILVES,23860,Estonia,Group of the Party of European Socialists ,None,Rahvaerakond Mõõdukad ,1999-2004,04-2003,male
Renzo IMBENI,1106,Italy,Group of the Party of European Socialists ,None,Democratici di Sinistra ,1999-2004,07-1999,male
The Lord INGLEWOOD,1217,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Marie Anne ISLER BÉGUIN,1833,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,1999-2004,07-1999,female
Tadeusz IWIŃSKI,23764,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Juan de Dios IZQUIERDO COLLADO,2008,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,male
María IZQUIERDO ROJO,1190,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1999-2004,07-1999,female
Caroline JACKSON,1370,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,female
Roman JAKIČ,23696,Slovenia,"Group of the European Liberal, Democrat and Reform Party ",None,Liberalna Demokracija Slovenije ,1999-2004,04-2003,male
Georg JARZEMBOWSKI,1,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Jerzy JASKIERNIA,23765,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Thierry B. JEAN-PIERRE,2214,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Démocratie libérale ,1999-2004,07-1999,male
Elisabeth JEGGLE,4271,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Anne E. JENSEN,4440,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1999-2004,07-1999,female
Pierre JONCKHEER,4255,Belgium,Group of the Greens/European Free Alliance ,None,Ecolo ,1999-2004,07-1999,male
Karin JÖNS,1904,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Salvador JOVÉ PERES,1972,Spain,Confederal Group of the European United Left/Nordic Green Left ,None,Izquierda Unida ,1999-2004,07-1999,male
Karin JUNKER,1062,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Meropi KALDI,26738,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,1999-2004,03-2004,female
Ryszard Roman KALISZ,23766,Poland,Group of the Party of European Socialists ,None,Sojusz Lewicy Demokratycznej ,1999-2004,04-2003,male
Michał Tomasz KAMIŃSKI,23792,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,Union for Europe of the Nations Group ,Prawo i Sprawiedliwość ,1999-2004,04-2003,male
Andis KĀPOSTS,23854,Latvia,Group of the Greens/European Free Alliance ,None,Zaļo un Zemnieku savienība ,1999-2004,04-2003,male
Anna KARAMANOU,2310,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,07-1999,female
Othmar KARAS,4246,Austria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Österreichische Volkspartei ,1999-2004,07-1999,male
Hans KARLSSON,5953,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1999-2004,08-2000,male
Roger KAROUTCHI,2322,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Rassemblement pour la République ,1999-2004,07-1999,male
Martin KASTLER,25919,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,1999-2004,11-2003,male
Giorgos KATIFORIS,2181,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1999-2004,07-1999,male
András KELEMEN,23828,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Magyar Demokrata Fórum ,1999-2004,04-2003,male
Fabienne KELLER,22858,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour la démocratie française ,1999-2004,06-2002,female
Hedwig KEPPELHOFF-WIECHERT,1063,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Margot KESSLER,4264,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,female
Bashir KHANBHAI,4512,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Heinz KINDERMANN,1905,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1999-2004,07-1999,male
Glenys KINNOCK,2123,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1999-2004,07-1999,female
Timothy KIRKHOPE,4542,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,1999-2004,07-1999,male
Aleksandrs KIRŠTEINS,23850,Latvia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Tautas partija ,1999-2004,04-2003,male
Ewa KLAMT,4278,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Christa KLASS,1929,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,female
Paulis KĻAVIŅŠ,23844,Latvia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Latvijas Pirmā Partija ,1999-2004,04-2003,female
Bogdan KLICH,23780,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,1999-2004,04-2003,male
Eugeniusz KŁOPOTEK,23786,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Polskie Stronnictwo Ludowe ,1999-2004,04-2003,male
Wacław KLUKOWSKI,23802,Poland,Non-attached Members,None,Polski Blok Ludowy ,1999-2004,04-2003,male
Gorka KNÖRR BORRÀS,4378,Spain,Group of the Greens/European Free Alliance ,None,Eusko Alkartasuna ,1999-2004,07-1999,male
Karsten KNOLLE,4286,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Kateřina KONEČNÁ,23699,Czechia,Confederal Group of the European United Left/Nordic Green Left ,None,Komunistická strana Čech a Moravy ,1999-2004,04-2003,female
Christoph KONRAD,2225,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,1999-2004,07-1999,male
Efstratios KORAKAS,4493,Greece,Confederal Group of the European United Left/Nordic Green Left ,None,Kommounistiko Komma Elladas ,1999-2004,07-1999,male
Eija-Riitta KORHOLA,4260,Finland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Suomen Kristillinen Liitto ,1999-2004,07-1999,female
Magda KÓSÁNÉ KOVÁCS,23807,Hungary,Group of the Party of European Socialists ,None,Magyar Szocialista Párt ,1999-2004,04-2003,female
