fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Giorgio STREHLER,686,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,09-1983,male
Georges SUTRA DE GERMA,1511,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,male
Hughes TATILON,679,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,05-1983,male
John David TAYLOR,1504,United Kingdom,European Democratic Group ,None,Ulster Unionist Party ,1979-1984,07-1979,male
John Mark TAYLOR,680,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Bernard THAREAU,976,France,Socialist Group ,None,Parti socialiste ,1979-1984,06-1981,male
Yvonne THÉOBALD-PAOLI,681,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1981,female
Gaston THORN,677,Luxembourg,Liberal and Democratic Group ,None,Parti démocratique ,1979-1984,07-1979,male
Leo C. TINDEMANS,956,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,07-1979,male
Teun TOLMAN,1505,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,male
Giovanni TRAVAGLINI,682,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Seán TREACY,674,Ireland,Socialist Group ,None,Labour Party ,1979-1984,07-1981,male
Frederick A. TUCKMAN,1506,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
André TURCAT,675,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,10-1980,male
Amédée E. TURNER,1377,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Alan R. TYRRELL,676,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Jaak H.-A. VANDEMEULEBROUCKE,1470,Belgium,Group for the Technical Coordination and Defence of Independent Groups and Members ,None,Volksunie ,1979-1984,02-1981,male
Herman F.G. VANDERPOORTEN,670,Belgium,Liberal and Democratic Group ,None,Partij voor vrijheid en vooruitgang ,1979-1984,07-1979,male
Marcel Albert VANDEWIELE,659,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,07-1979,male
Marijke J.H. VAN HEMELDONCK,1430,Belgium,Socialist Group ,None,Socialistische Partij ,1979-1984,01-1982,female
Paul VANKERKHOVEN,671,Belgium,Group of the European People's Party (Christian,None,Parti social-chrétien ,1979-1984,11-1982,male
Karel A.L.H. VAN MIERT,1775,Belgium,Socialist Group ,None,Socialistische Partij ,1979-1984,07-1979,male
Sir Peter B.R. VANNECK,1494,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Eric K.P. VAN ROMPUY,672,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,08-1981,male
Mihail VARDAKAS,673,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Marie-Claude VAYSSADE,1173,France,Socialist Group ,None,Parti socialiste ,1979-1984,07-1979,female
Simone VEIL,1174,France,Liberal and Democratic Group ,None,Union pour la France en Europe ,1979-1984,07-1979,female
Willem J. VERGEER,1489,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1979-1984,07-1979,male
Paul VERGÈS,1490,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Joris B. VERHAEGEN,653,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,07-1979,male
Willy VERNIMMEN,1491,Belgium,Socialist Group ,None,Socialistische Partij ,1979-1984,07-1979,male
Protogene VERONESI,654,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,07-1979,male
Joannes J. VERROKEN,666,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1979-1984,07-1979,male
Heinz Oskar VETTER,1492,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Nikolaos VGENOPOULOS,1554,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,11-1981,male
Daniel J.E. VIÉ,667,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,10-1980,male
Themistokles VISAS,655,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Bruno VISENTINI,1082,Italy,Liberal and Democratic Group ,None,Partito repubblicano italiano ,1979-1984,07-1979,male
Giuseppe VITALE,656,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1979-1984,06-1980,male
Dimitrios VLAHOPOULOS,668,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Anne VONDELING,652,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,07-1979,female
Georgios VOYADZIS,669,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Thomas von der VRING,1232,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Manfred W. WAGNER,1486,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Gerd WALTER,1233,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Hanna WALZ,648,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,female
Fred A. WARNER,660,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Kurt WAWRZIK,1487,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Beate WEBER,1189,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,female
Rudolf WEDEKIND,1488,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,02-1981,male
Louise WEISS,647,France,Group of European Progressive Democrats ,None,Défence des intérêts de la France en Europe ,1979-1984,07-1979,female
Michael J. WELSH,1378,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
Klaus H.W. WETTIG,1234,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
Heidemarie WIECZOREK-ZEUL,1502,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,female
Karl von WOGAU,1224,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,male
Jean WOLTER,662,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1979-1984,07-1979,female
Eisso P. WOLTJER,1440,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,07-1979,male
Francis WURTZ,1018,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Benigno ZACCAGNINI,663,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Mario ZAGARI,1480,Italy,Socialist Group ,None,Partito socialista italiano ,1979-1984,07-1979,male
Nikos ZARDINIDIS,664,Greece,Non-attached Members,None,Nea Dimokratia ,1979-1984,01-1981,male
Axel N. ZARGES,1225,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,01-1984,male
Ortensio ZECCHINO,665,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1979-1984,07-1979,male
Ioannis ZIAGAS,657,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,07-1982,male
Ioannis ZIGHDIS,658,Greece,Non-attached Members,None,Enosi Dimokratikou Kentrou ,1979-1984,01-1981,male
Henri-Guy CAILLAVET,917,France,Liberal and Democratic Group ,Socialist Group ,Union pour la France en Europe ,1979-1984,07-1979,male
Norvela FORSTER,827,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,female
Assimakis FOTILAS,862,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1979-1984,01-1981,male
(Win) Winston James GRIFFITHS,1644,United Kingdom,Socialist Group ,None,Labour Party ,1979-1984,07-1979,male
(Paddy) Patrick Joseph LALOR,1435,Ireland,Group of European Progressive Democrats ,None,Fianna Fáil Party ,1979-1984,07-1979,male
Charles-Ferdinand NOTHOMB,758,Belgium,Group of the European People's Party (Christian,None,Parti social-chrétien ,1979-1984,07-1979,male
(Ben) George Benjamin PATTERSON,1397,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1979-1984,07-1979,male
(Hans) Johannes Wilhelm PETERS,1252,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1979-1984,07-1979,male
René-Emile PIQUET,1157,France,Communist and Allies Group ,None,Parti communiste français ,1979-1984,07-1979,male
Renate-Charlotte RABBETHGE,1520,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1979-1984,07-1979,female
Roger-Gérard SCHWARTZENBERG,702,France,Socialist Group ,None,Mouvement des Radicaux de Gauche ,1979-1984,07-1979,male
Maurice-René SIMONNET,690,France,Group of the European People's Party (Christian,None,Union pour la France en Europe ,1979-1984,07-1979,male
P.(Phili) J. VIEHOFF,1484,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1979-1984,11-1979,male
