fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Peter Michael MOMBAUR,2226,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Philippe J.F. MONFILS,2273,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Parti réformateur libéral ,1994-1999,10-1995,male
Fernando MONIZ,2164,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,07-1994,male
Manuel F. MONTEIRO,2165,Portugal,Group of the European Democratic Alliance ,Group Union for Europe ,Partido Popular ,1994-1999,07-1994,male
Enrico MONTESANO,1940,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
James MOORHOUSE,1398,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Fernando MORÁN LÓPEZ,1339,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Gisèle M.H. MOREAU,2080,France,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Parti communiste français ,1994-1999,07-1994,female
Luigi MORETTI,1101,Italy,"Group of the European Liberal, Democrat and Reform Party ",None,Lega Nord per l'indipendenza della Padania ,1994-1999,07-1994,male
Eluned MORGAN,2171,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
David R. MORRIS,1399,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Pierre MOSCOVICI,1983,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Marlies MOSIEK-URBAHN,1921,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Giuseppe MOTTOLA,1102,Italy,Group of the European People's Party (Christian,None,Partito popolare italiano ,1994-1999,11-1998,male
Nana MOUSKOURI,2183,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1994-1999,07-1994,female
Edith MÜLLER,2044,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,female
Jan MULDER,1965,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1994-1999,07-1994,male
Simon Francis MURPHY,2045,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Cristiana MUSCARDINI,1073,Italy,Non-attached Members,None,Alleanza nazionale ,1994-1999,07-1994,female
Christine MAYER,2237,France,Group of the European Radical Alliance ,None,Energie Radicale ,1994-1999,07-1994,female
Sebastiano (Nello) MUSUMECI,1944,Italy,Non-attached Members,None,Alleanza nazionale ,1994-1999,07-1994,male
Marie-Thérèse MUTIN,2321,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,09-1997,female
Riitta MYLLER,2062,Finland,Group of the Party of European Socialists ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,1994-1999,01-1995,female
Pasqualina NAPOLETANO,1065,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,11-1996,female
Hartmut NASSAUER,1920,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Clive John NEEDLE,2040,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Riccardo NENCINI,2132,Italy,Group of the Party of European Socialists ,None,Partito socialista italiano ,1994-1999,07-1994,male
Arthur Stanley NEWENS,1400,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Edward NEWMAN,1401,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Annemie NEYTS-UYTTEBROECK,1946,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Vlaamse liberalen en democraten ,1994-1999,07-1994,female
James NICHOLSON,1318,United Kingdom,Group of the European People's Party (Christian,None,Ulster Unionist Party ,1994-1999,07-1994,male
Jean-Thomas NORDMANN,1194,France,"Group of the European Liberal, Democrat and Reform Party ",None,Union pour la démocratie française - Parti radical ,1994-1999,05-1995,male
Honório NOVO,2047,Portugal,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Partido Comunista Português ,1994-1999,09-1994,male
Alfonso NOVO BELENGUER,2284,Spain,Group of the European Radical Alliance ,None,Coalición Nacionalista ,1994-1999,09-1996,male
Wolfgang NUßBAUMER,2203,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,01-1995,male
Achille OCCHETTO,1094,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
Christine Margaret ODDY,1178,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
Outi OJALA,2299,Finland,Confederal Group of the European United Left/Nordic Green Left ,None,Vasemmistoliitto ,1994-1999,11-1996,female
Karl Erik OLSSON,2068,Sweden,"Group of the European Liberal, Democrat and Reform Party ",None,Centerpartiet ,1994-1999,01-1995,male
Ria OOMEN-RUIJTEN,1122,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,female
Arie M. OOSTLANDER,1282,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,male
Leoluca ORLANDO,2152,Italy,The Green Group in the European Parliament ,None,La Rete movimento democratico ,1994-1999,07-1994,male
Jyrki OTILA,2300,Finland,Group of the European People's Party (Christian,None,Kansallinen Kokoomus ,1994-1999,11-1996,male
Saara-Maria PAAKKINEN,2063,Finland,Group of the Party of European Socialists ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,1994-1999,01-1995,female
Reino PAASILINNA,2301,Finland,Group of the Party of European Socialists ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,1994-1999,11-1996,male
Pertti PAASIO,2302,Finland,Group of the Party of European Socialists ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,1994-1999,11-1996,male
Doris PACK,1191,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Aline PAILLER,2083,France,Confederal Group of the European United Left ,None,Parti communiste français ,1994-1999,07-1994,female
Ian R.K. PAISLEY,1396,United Kingdom,Non-attached Members,None,Democratic Unionist Party ,1994-1999,07-1994,male
Ana PALACIO VALLELERSUNDI,1995,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,female
Veronica PALM,2334,Sweden,Group of the Party of European Socialists ,None,Socialdemokratiska arbetarepartiet ,1994-1999,10-1998,female
Stylianos PANAGOPOULOS,2180,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,male
Marco PANNELLA,1002,Italy,Group of the European Radical Alliance ,None,Pannella-Riformatori ,1994-1999,07-1994,male
Nikolaos PAPAKYRIAZIS,1568,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,male
Mihail PAPAYANNAKIS,1051,Greece,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Synaspismos tis Aristeras kai tis Proodou ,1994-1999,07-1994,male
Christos PAPOUTSIS,1457,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,male
Gastone PARIGI,1943,Italy,Non-attached Members,None,Alleanza nazionale ,1994-1999,07-1994,male
Eolo PARODI,233,Italy,Forza Europa Group ,None,Forza Italia ,1994-1999,07-1994,male
Jean-Claude PASTY,1205,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,male
Karla M.H. PEIJS,1123,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,female
Seppo Viljo PELTTARI,2117,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1994-1999,01-1995,male
Fernando PÉREZ ROYO,1333,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Roy PERRY,2084,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Kristina PERSSON,2069,Sweden,Group of the Party of European Socialists ,None,Socialdemokraterna ,1994-1999,01-1995,female
Nicole PERY,1068,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,female
Helwin PETER,973,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Luciano PETTINARI,2133,Italy,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Rifondazione comunista ,1994-1999,07-1994,male
Peter PEX,1963,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,male
Willi PIECYK,1866,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Kirsi Katariina PIHA,2303,Finland,Group of the European People's Party (Christian,None,Kansallinen Kokoomus ,1994-1999,11-1996,female
Carlos PIMENTA,1358,Portugal,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian,Partido Social Democrata ,1994-1999,07-1994,male
Eric PINEL,2316,France,Group of Independents for a Europe of Nations ,Non-attached Members,Mouvement pour la France ,1994-1999,06-1997,male
Hubert PIRKER,2307,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,11-1996,male
Edouard C.M.P. DES PLACES,2222,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Rassemblement pour la République ,1994-1999,07-1994,male
Elly PLOOIJ-VAN GORSEL,1966,Netherlands,"Group of the European Liberal, Democrat and Reform Party ",None,Volkspartij voor Vrijheid en Democratie ,1994-1999,07-1994,female
The Lord Henry PLUMB,1389,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Guido PODESTÀ,2046,Italy,Forza Europa Group ,None,Forza Italia ,1994-1999,07-1994,male
Danilo POGGIOLINI,2029,Italy,Group of the European People's Party (Christian,None,Patto Segni ,1994-1999,07-1994,male
Samuli POHJAMO,2340,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1994-1999,04-1999,male
Anne Christine POISSON,2220,France,Europe of Nations Group (Coordination Group) ,Group Union for Europe ,Majorité pour l'autre Europe ,1994-1999,07-1994,female
Lydie POLFER,28862,Luxembourg,"Group of the European Liberal, Democrat and Reform Party ",None,Parti démocratique ,1994-1999,07-1994,female
Anita Jean POLLACK,1300,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
José Javier POMÉS RUIZ,1882,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,05-1996,male
Alain POMPIDOU,1206,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,male
Josep E. PONS GRAU,1335,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Manuel PORTO,1141,Portugal,"Group of the European Liberal, Democrat and Reform Party ",Group of the European People's Party (Christian,Partido Social Democrata ,1994-1999,07-1994,male
José Domingo POSADA GONZÁLEZ,1885,Spain,Group of the European Radical Alliance ,None,Coalición Nacionalista ,1994-1999,01-1999,male
Walter POSCH,2205,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,01-1995,male
Bernd POSSELT,2229,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1994-1999,07-1994,male
Hans-Gert PÖTTERING,1253,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Pierre PRADIER,2240,France,Group of the European Radical Alliance ,None,Mouvement des Radicaux de Gauche ,1994-1999,07-1994,male
Bartho PRONK,953,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,male
James L.C. PROVAN,1538,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Alonso José PUERTA,1033,Spain,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Izquierda Unida-Iniciativa per Catalunya ,1994-1999,07-1994,male
Maartje J.A. van PUTTEN,1241,Netherlands,Group of the Party of European Socialists ,None,Partij van de Arbeid ,1994-1999,07-1994,female
Jean QUERBES,1894,France,Confederal Group of the European United Left/Nordic Green Left ,None,Parti communiste français ,1994-1999,05-1997,female
Godelieve QUISTHOUDT-ROWOHL,1055,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,female
Reinhard RACK,2206,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,01-1995,male
Jean-Pierre RAFFARIN,1207,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Parti républicain ,1994-1999,07-1994,male
Juan de Dios RAMÍREZ HEREDIA,1329,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,04-1999,male
Christa RANDZIO-PLATH,1192,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Bernhard RAPKAY,1906,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Daniela RASCHHOFER,2292,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,11-1996,female
Giuseppe RAUTI,1005,Italy,Non-attached Members,None,Movimento sociale italiano ,1994-1999,07-1994,male
Imelda Mary READ,1302,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,female
Viviane REDING,1185,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1994-1999,07-1994,female
Encarnación REDONDO JIMÉNEZ,1998,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,female
Klaus REHDER,2233,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Elisabeth REHN,2118,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Svenska folkpartiet ,1994-1999,01-1995,female
Olli REHN,2119,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1994-1999,01-1995,male
Mathias REICHHOLD,2207,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,01-1995,male
Sérgio RIBEIRO,234,Portugal,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Partido Comunista Português ,1994-1999,07-1994,male
Susanne RIESS-PASSER,2208,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,01-1995,female
Karin RIIS-JØRGENSEN,1926,Denmark,"Group of the European Liberal, Democrat and Reform Party ",None,Venstre ,1994-1999,07-1994,female
Günter RINSCHE,1255,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Carlo RIPA DI MEANA,717,Italy,The Green Group in the European Parliament ,Confederal Group of the European United Left/Nordic Green Left ,Federazione dei Verdi ,1994-1999,07-1994,male
Carlos ROBLES PIQUER,1330,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Michel ROCARD,1977,France,Group of the Party of European Socialists ,None,Parti socialiste ,1994-1999,07-1994,male
Mikko RÖNNHOLM,2120,Finland,Group of the Party of European Socialists ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,1994-1999,01-1995,male
Raúl Miguel ROSADO FERNANDES,2166,Portugal,Group of the European Democratic Alliance ,Group Union for Europe ,Partido Popular ,1994-1999,07-1994,male
Marie-France de ROSE,2241,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Majorité pour l'autre Europe ,1994-1999,07-1994,female
Claudia ROTH,1057,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,female
Dagmar ROTH-BEHRENDT,1183,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Mechtild ROTHE,1237,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Willi ROTHLEY,1247,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Yiannis ROUBATIS,2178,Greece,Group of the Party of European Socialists ,None,Panellinio Socialistiko Kinima ,1994-1999,07-1994,male
Christian ROVSING,1269,Denmark,Group of the European People's Party (Christian,None,Det Konservative Folkeparti ,1994-1999,07-1994,male
Paul RÜBIG,2278,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,01-1996,male
Giorgio RUFFOLO,714,Italy,Group of the Party of European Socialists ,None,Indipendenti di sinistra ,1994-1999,07-1994,male
Pirjo RUSANEN,2121,Finland,Group of the European People's Party (Christian,None,Kansallinen Kokoomus ,1994-1999,01-1995,female
Mirja RYYNÄNEN,2122,Finland,"Group of the European Liberal, Democrat and Reform Party ",None,Suomen Keskusta ,1994-1999,01-1995,female
Luis SA',1960,Portugal,Confederal Group of the European United Left ,None,Partido Comunista Português ,1994-1999,07-1994,male
André SAINJON,1158,France,Group of the European Radical Alliance ,None,Mouvement des Radicaux de Gauche ,1994-1999,07-1994,male
Dominique SAINT-PIERRE,2242,France,Group of the European Radical Alliance ,None,Mouvement des Radicaux de Gauche ,1994-1999,07-1994,male
Jannis SAKELLARIOU,1249,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
José Ignacio SALAFRANCA SÁNCHEZ-NEYRA,2002,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Heinke SALISCH,1196,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Detlev SAMLAND,1031,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Isidoro SÁNCHEZ GARCÍA,1868,Spain,Group of the European Radical Alliance ,None,Coalición Nacionalista - Coalición Canaria ,1994-1999,07-1994,male
Yvonne SANDBERG-FRIES,2072,Sweden,Group of the Party of European Socialists ,None,Socialdemokraterna ,1994-1999,01-1995,female
Ulla Margrethe SANDBÆK,1067,Denmark,Europe of Nations Group (Coordination Group) ,Non-attached Members,JuniBevægelsen ,1994-1999,07-1994,female
Giacomo SANTINI,2252,Italy,Forza Europa Group ,None,Forza Italia ,1994-1999,07-1994,male
Francisco Javier SANZ FERNÁNDEZ,1332,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,male
Pavlos SARLIS,1045,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1994-1999,07-1994,male
Francisca SAUQUILLO PÉREZ DEL ARCO,2005,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
Umberto SCAPAGNINI,2194,Italy,Forza Europa Group ,None,Forza Italia ,1994-1999,07-1994,male
Michel-Ange SCARBONCHI,2312,France,Group of the European Radical Alliance ,None,Parti radical socialiste ,1994-1999,02-1997,male
Axel SCHÄFER,2232,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Anne-Marie SCHAFFNER,2020,France,Group of the European Democratic Alliance ,Group Union for Europe ,Rassemblement pour la République ,1994-1999,07-1994,female
Edgar Josef SCHIEDERMEIER,1883,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1994-1999,07-1994,male
Agnes SCHIERHUBER,2209,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,01-1995,female
Luciano SCHIFONE,2325,Italy,Non-attached Members,None,Alleanza nazionale ,1994-1999,05-1998,male
Marcel SCHLECHTER,235,Luxembourg,Group of the Party of European Socialists ,None,Parti ouvrier socialiste luxembourgeois ,1994-1999,07-1994,male
Ursula SCHLEICHER,1197,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1994-1999,07-1994,female
Poul SCHLÜTER,1903,Denmark,Group of the European People's Party (Christian,None,Det Konservative Folkeparti ,1994-1999,07-1994,male
Gerhard SCHMID,1239,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Barbara SCHMIDBAUER,1198,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,female
Horst SCHNELLHARDT,1930,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Inger SCHÖRLING,2267,Sweden,The Green Group in the European Parliament ,None,Green Party ,1994-1999,10-1995,female
Erich SCHREINER,2210,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,01-1995,male
Jürgen SCHRÖDER,1858,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Elisabeth SCHROEDTER,1933,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,female
Martin SCHULZ,1911,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Konrad K. SCHWAIGER,2227,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1994-1999,07-1994,male
Karl SCHWEITZER,2211,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,01-1995,male
Barry H. SEAL,1385,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Carlo SECCHI,2050,Italy,Group of the European People's Party (Christian,None,Partito popolare italiano ,1994-1999,07-1994,male
Mariotto SEGNI,2027,Italy,Group of the European People's Party (Christian,None,Patto Segni ,1994-1999,07-1994,male
Françoise SEILLIER,2216,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Majorité pour l'autre Europe ,1994-1999,07-1994,female
Esko SEPPÄNEN,2304,Finland,Confederal Group of the European United Left/Nordic Green Left ,None,Vasemmistoliitto ,1994-1999,11-1996,male
Peter SICHROVSKY,2293,Austria,Non-attached Members,None,Freiheitliche Partei Österreichs ,1994-1999,11-1996,male
Angela del Carmen SIERRA GONZÁLEZ,1974,Spain,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Izquierda Unida ,1994-1999,07-1994,female
Brian SIMPSON,1309,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Niels SINDAL,1900,Denmark,Group of the Party of European Socialists ,None,Socialdemokratiet ,1994-1999,07-1994,male
Joaquín SISÓ CRUELLAS,1200,Spain,Group of the European People's Party (Christian,None,Partido Popular ,1994-1999,07-1994,male
Jonas SJÖSTEDT,2268,Sweden,Confederal Group of the European United Left/Nordic Green Left ,None,Vänsterpartiet ,1994-1999,10-1995,male
Peter SKINNER,2081,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Alex SMITH,1310,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
João SOARES,2160,Portugal,Group of the Party of European Socialists ,None,Partido Socialista ,1994-1999,07-1994,male
Irene Barbara Lilia SOLTWEDEL-SCHÄFER,1936,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,female
Jan SONNEVELD,1283,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1994-1999,07-1994,male
María SORNOSA MARTÍNEZ,1970,Spain,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Izquierda Unida-Iniciativa per Catalunya ,1994-1999,07-1994,female
Dominique F.C. SOUCHET,2219,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Majorité pour l'autre Europe ,1994-1999,07-1994,male
André SOULIER,1871,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Parti républicain ,1994-1999,07-1994,male
Antoinette SPAAK,683,Belgium,"Group of the European Liberal, Democrat and Reform Party ",None,Parti réformateur libéral/Front démocratique des francophones ,1994-1999,07-1994,female
Roberto SPECIALE,1091,Italy,Group of the Party of European Socialists ,None,Partito democratico della sinistra ,1994-1999,07-1994,male
Tom SPENCER,972,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Shaun Mark SPIERS,2104,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Michael SPINDELEGGER,2052,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,01-1995,male
Karin STARRIN,2146,Sweden,"Group of the European Liberal, Democrat and Reform Party ",None,Centerpartiet ,1994-1999,01-1995,female
Bernard STASI,2028,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Centre des démocrates sociaux ,1994-1999,07-1994,male
Marjatta STENIUS-KAUKONEN,2124,Finland,Confederal Group of the European United Left ,Confederal Group of the European United Left/Nordic Green Left ,Vasemmistoliitto ,1994-1999,01-1995,female
Per STENMARCK,2147,Sweden,Group of the European People's Party (Christian,None,Moderata samlingspartiet ,1994-1999,01-1995,male
Ursula STENZEL,2294,Austria,Group of the European People's Party (Christian,None,Österreichische Volkspartei ,1994-1999,11-1996,female
John C.C. STEVENS,1146,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Kenneth A. STEWART,1383,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Sir Jack STEWART-CLARK,1384,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Marie-France STIRBOIS,2061,France,Non-attached Members,None,Front national ,1994-1999,07-1994,female
Ulrich STOCKMANN,1859,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Frédéric STRIBY,2221,France,Europe of Nations Group (Coordination Group) ,Non-attached Members,Majorité pour l'autre Europe ,1994-1999,07-1994,male
Robert STURDY,2037,United Kingdom,Group of the European People's Party (Christian,None,Conservative and Unionist Party ,1994-1999,07-1994,male
Jörn SVENSSON,2269,Sweden,Confederal Group of the European United Left/Nordic Green Left ,None,Vänsterpartiet ,1994-1999,10-1995,male
Hannes SWOBODA,2295,Austria,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Österreichs ,1994-1999,11-1996,male
Antonio TAJANI,2187,Italy,Forza Europa Group ,Group Union for Europe ,Forza Italia ,1994-1999,07-1994,male
Gianni TAMINO,2258,Italy,The Green Group in the European Parliament ,None,Federazione dei Verdi ,1994-1999,07-1995,male
Christof TANNERT,2234,Germany,Group of the Party of European Socialists ,None,Sozialdemokratische Partei Deutschlands ,1994-1999,07-1994,male
Bernard R. TAPIE,2127,France,Group of the European Radical Alliance ,None,Mouvement des Radicaux de Gauche ,1994-1999,07-1994,male
Michael TAPPIN,2032,United Kingdom,Group of the Party of European Socialists ,None,Labour Party ,1994-1999,07-1994,male
Salvatore TATARELLA,1945,Italy,Non-attached Members,None,Alleanza nazionale ,1994-1999,07-1994,male
Christiane TAUBIRA-DELANNON,2137,France,Group of the European Radical Alliance ,None,Energie Radicale ,1994-1999,07-1994,female
Wilfried TELKÄMPER,1229,Germany,The Green Group in the European Parliament ,None,Bündnis 90/die Grünen ,1994-1999,07-1994,male
Anna TERRÓN i CUSÍ,1893,Spain,Group of the Party of European Socialists ,None,Partido Socialista Obrero Español ,1994-1999,07-1994,female
Robin TEVERSON,2138,United Kingdom,"Group of the European Liberal, Democrat and Reform Party ",None,Liberal Democrats ,1994-1999,07-1994,male
