fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Otmar FRANZ,1672,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Bruno FRIEDRICH,1671,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Ingo FRIEDRICH,1264,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1984-1989,07-1984,male
Isidor W. FRÜH,1669,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Yvette M. FUILLET,1659,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,female
Colette GADIOUX,1660,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,female
Gerardo GAIBISSO,1009,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Yves A.R. GALLAND,1084,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Parti républicain ,1984-1989,07-1984,male
Max GALLO,1203,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
Carlo Alberto GALLUZZI,1652,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
José Augusto GAMA,1668,Portugal,Group of the European People's Party (Christian,None,Partido do Centro Democrático Social ,1984-1989,09-1987,male
Juan Antonio GANGOITI LLAGUNO,1228,Spain,Group of the European People's Party (Christian,None,Partido Nacionalista Vasco ,1984-1989,01-1986,male
Juan Carlos GARAIKOETXEA URRIZA,1342,Spain,Rainbow Group,None,Eusko Alkartasuna ,1984-1989,07-1987,male
Vasco GARCIA,1374,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,01-1986,male
Manuel GARCÍA AMIGO,1343,Spain,European Democratic Group ,None,Coalición Popular ,1984-1989,01-1986,male
Ludivina GARCÍA ARIAS,1305,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,female
Antonio GARCIA-PAGAN ZAMORA,1653,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
José Luis GARCIA RAYA,1648,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Salvador GARRIGA POLLEDO,1665,Spain,European Democratic Group ,None,Alianza Popular ,1984-1989,07-1987,male
Natalino GATTI,1666,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Roger GAUTHIER,1650,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,03-1986,male
Fritz GAUTIER,1792,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Jas GAWRONSKI,1113,Italy,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Partito repubblicano italiano ,1984-1989,07-1984,male
Nikolaos GAZIS,1663,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,male
Kyriakos GERONTOPOULOS,1661,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1984-1989,07-1984,male
Marietta GIANNAKOU,1431,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1984-1989,07-1984,female
Giovanni GIAVAZZI,1646,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Vincenzo GIUMMARRA,1647,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Emmanouil GLEZOS,1654,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,male
Ernest GLINNE,1475,Belgium,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
Roland GOGUILLOT,1667,France,Group of the European Right ,None,Front national ,1984-1989,04-1986,male
Fernando Manuel Santos GOMES,1375,Portugal,Socialist Group ,None,Partido Socialista ,1984-1989,01-1986,male
Friedrich-Wilhelm GRAEFE zu BARINGDORF,1040,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,07-1984,male
Jacqueline GRAND,1438,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,04-1989,female
Carlo Alberto GRAZIANI,1657,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,06-1986,male
Eva GREDAL,1637,Denmark,Socialist Group ,None,Socialdemokratiet ,1984-1989,07-1984,female
Maxime François GREMETZ,1176,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,07-1984,male
Julián GRIMALDOS GRIMALDOS,1645,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Anselmo GUARRACI,1655,Italy,Socialist Group ,None,Partito socialista italiano ,1984-1989,07-1984,male
Guy Jean GUERMEUR,1656,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Antoni GUTIÉRREZ DÍAZ,1345,Spain,Communist and Allies Group ,None,Izquierda Unida ,1984-1989,07-1987,male
Otto von HABSBURG,1265,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1984-1989,07-1984,male
Wolfgang HACKEL,1641,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,12-1985,male
Benedikt HÄRLIN,1642,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,07-1984,male
Wilhelm F.T. HAHN,1636,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Else HAMMERICH,1619,Denmark,Rainbow Group,None,Folkebevægelsen mod EF ,1984-1989,07-1984,female
Klaus HÄNSCH,1266,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
José H.G. HAPPART,1466,Belgium,Non-attached Members,Socialist Group ,Parti socialiste ,1984-1989,07-1984,male
Brigitte HEINRICH,1634,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,07-1984,female
Fernand H.J. HERMAN,1467,Belgium,Group of the European People's Party (Christian,None,Parti social-chrétien ,1984-1989,07-1984,male
José Ramón HERRERO MEREDIZ,1635,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Robert E.V. HERSANT,1193,France,Group of the European People's Party (Christian,None,Union pour la démocratie française ,1984-1989,07-1984,male
Ien van den HEUVEL,1620,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1984-1989,07-1984,male
Michael J. HINDLEY,1414,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Rüdiger HITZIGRATH,1640,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,12-1984,male
Magdalene HOFF,1235,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,female
Jacqueline HOFFMANN,1617,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,07-1984,female
Karl-Heinz HOFFMANN,1633,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Geoffrey W. HOON,1415,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Paul F. HOWELL,1416,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Leslie J. HUCKFIELD,1638,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,female
Stephen HUGHES,1407,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Jean-Paul HUGOT,1639,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,10-1988,male
John HUME,1408,United Kingdom,Socialist Group ,None,Social Democratic and Labour Party ,1984-1989,07-1984,male
Alasdair Henry HUTTON,1631,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Antonio IODICE,969,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Felice IPPOLITO,1629,Italy,Communist and Allies Group ,Liberal and Democratic Reformist Group ,Indipendenti di sinistra ,1984-1989,07-1984,male
John IVERSEN,1277,Denmark,Communist and Allies Group ,None,Socialistisk folkeparti ,1984-1989,01-1985,male
Caroline JACKSON,1370,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,female
Christopher Murray JACKSON,1409,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Erhard V. JAKOBSEN,1278,Denmark,Group of the European People's Party (Christian,None,Centrum-Demokraterne ,1984-1989,07-1984,male
James L. JANSSEN van RAAY,1455,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1984-1989,11-1986,male
Marie JEPSEN,1243,Denmark,European Democratic Group ,None,Det konservative folkeparti ,1984-1989,07-1984,female
Lionel JOSPIN,1715,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
Alain JUPPÉ,1168,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Edward T. KELLETT-BOWMAN,1410,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,12-1988,male
Michael L. KILBY,1628,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Mark KILLILEA,1444,Ireland,Group of the European Democratic Alliance ,None,Fianna Fáil Party ,1984-1989,03-1987,male
Egon A. KLEPSCH,1267,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Jan KLINKENBORG,1782,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Michael KLÖCKNER,1624,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,07-1984,male
Spiridon KOLOKOTRONIS,1625,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,01-1985,male
Frode KRISTOFFERSEN,1626,Denmark,European Democratic Group ,None,Det konservative folkeparti ,1984-1989,11-1988,male
Willy H.G.J.M. KUIJPERS,1627,Belgium,Rainbow Group,None,Volksunie ,1984-1989,07-1984,male
Leonidas KYRKOS,1677,Greece,Communist and Allies Group ,None,Kommounistiko Komma Elladas ,1984-1989,07-1984,male
Antonio Augusto LACERDA DE QUEIRÓZ,1609,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,01-1986,male
José María LAFUENTE LÓPEZ,2,Spain,European Democratic Group ,None,Coalición Popular ,1984-1989,01-1986,male
Leonidas LAGAKOS,1610,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,01-1985,male
Panayotis LAMBRIAS,1456,Greece,Group of the European People's Party (Christian,None,Nea Dimokratia ,1984-1989,07-1984,male
Horst LANGES,1268,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Jessica E.S. LARIVE,1434,Netherlands,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Volkspartij voor Vrijheid en Democratie ,1984-1989,07-1984,female
Pierre LATAILLADE,1021,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,03-1986,male
Jean A.F. LECANUET,799,France,Group of the European People's Party (Christian,None,Union pour la démocratie française ,1984-1989,07-1984,female
Jean-Marie LE CHEVALLIER,1022,France,Group of the European Right ,None,Front national ,1984-1989,07-1984,female
Olivier LEFEVRE D'ORMESSON,1569,France,Group of the European Right ,Non-attached Members,Front national ,1984-1989,07-1984,male
Martine LEHIDEUX,1127,France,Group of the European Right ,None,Front national ,1984-1989,07-1984,female
Bram van der LEK,1621,Netherlands,Rainbow Group,None,Pacifistisch Socialistische Partij ,1984-1989,07-1984,male
Eileen LEMASS,1616,Ireland,Group of the European Democratic Alliance ,None,Fianna Fáil Party ,1984-1989,07-1984,female
Gerd Ludwig LEMMER,1257,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Marcelle LENTZ-CORNETTE,1598,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1984-1989,07-1984,female
Marlene LENZ,1236,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,female
Jean-Marie LE PEN,1023,France,Group of the European Right ,None,Front national ,1984-1989,07-1984,female
Marie-Noëlle LIENEMANN,1708,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,female
Giosuè LIGIOS,1605,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Salvatore LIMA,991,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Rolf LINKOHR,1258,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Anne-Marie A. LIZIN,1688,Belgium,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,female
Carmen LLORCA VILAPLANA,1306,Spain,European Democratic Group ,None,Coalición Popular ,1984-1989,01-1986,female
César LLORENS BARGES,1612,Spain,Group of the European People's Party (Christian,None,Partido Demócrata Popular ,1984-1989,01-1986,male
Alfred LOMAS,1411,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Gérard LONGUET,1682,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Parti républicain ,1984-1989,07-1984,male
Charles-Emile LOO,1606,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
Hendrik J. LOUWES,1607,Netherlands,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Volkspartij voor Vrijheid en Democratie ,1984-1989,07-1984,male
Francisco António LUCAS PIRES,1363,Portugal,Group of the European People's Party (Christian,None,Partido do Centro Democrático Social ,1984-1989,01-1986,male
Rudolf LUSTER,1259,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Finn LYNGE,1630,Denmark,Socialist Group ,None,Siumut ,1984-1989,07-1984,male
John Joseph McCARTIN,1436,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1984-1989,07-1984,male
Giulio MACERATINI,1726,Italy,Group of the European Right ,None,Movimento sociale italiano - Destra nazionale ,1984-1989,06-1988,male
Michael McGOWAN,1402,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Hugh R. McMAHON,1404,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Edward MCMILLAN-SCOTT,1405,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Ray MAC SHARRY,1622,Ireland,Group of the European Democratic Alliance ,None,Fianna Fáil Party ,1984-1989,07-1984,male
Luís Filipe MADEIRA,1589,Portugal,Socialist Group ,None,Partido Socialista ,1984-1989,01-1986,male
Emmanuel P.M. MAFFRE-BAUGÉ,1590,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,07-1984,male
Thomas Joseph MAHER,1437,Ireland,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Independent ,1984-1989,07-1984,male
Hanja MAIJ-WEGGEN,1425,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1984-1989,07-1984,female
Kurt MALANGRÉ,1260,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Philippe MALAUD,1603,France,Group of the European Democratic Alliance ,None,Centre national des indépendents et paysans ,1984-1989,07-1984,male
Christian de la MALÈNE,974,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Jacques MALLET,1604,France,Group of the European People's Party (Christian,None,Union pour la démocratie française ,1984-1989,07-1984,male
Jean-François MANCEL,1785,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Georges MARCHAIS,1588,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,07-1984,male
Pol M.E.E. MARCK,1468,Belgium,Group of the European People's Party (Christian,None,Christelijke Volkspartij ,1984-1989,07-1984,male
Francesca MARINARO,1597,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,female
Luís MARINHO,1364,Portugal,Socialist Group ,None,Partido Socialista ,1984-1989,09-1987,male
Alain MARLEIX,1165,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,05-1985,male
António Joaquim MARQUES MENDES,1365,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,09-1987,male
António José MARQUES MENDES,1614,Portugal,Group of the European Democratic Alliance ,None,Partido Renovador Democratico ,1984-1989,01-1986,male
John Leslie MARSHALL,1586,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Claudio MARTELLI,1602,Italy,Socialist Group ,None,Partito socialista italiano ,1984-1989,07-1984,male
David MARTIN,1403,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Simone M.M. MARTIN,946,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Parti républicain ,1984-1989,07-1984,female
Renato MASSARI,1793,Italy,Socialist Group ,None,Partito socialista democratico italiano ,1984-1989,07-1984,male
Vincenzo MATTINA,1011,Italy,Socialist Group ,None,Partito socialista italiano ,1984-1989,07-1984,male
Georgios MAVROS,1601,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,male
Sylvie MAYER,1128,France,Communist and Allies Group ,None,Parti communiste français ,1984-1989,04-1986,female
Federico MAYOR ZARAGOZA,1684,Spain,Non-attached Members,Technical Coordination and Defence of Independent Groups and Members ,Centro Democràtico y Social ,1984-1989,07-1987,male
José Manuel MEDEIROS FERREIRA,1587,Portugal,Group of the European Democratic Alliance ,None,Partido Renovador Democratico ,1984-1989,01-1986,male
Manuel MEDINA ORTEGA,1337,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Thomas MEGAHY,1406,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Meinolf MERTENS,1583,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Alman METTEN,1445,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1984-1989,07-1984,male
Alberto MICHELINI,971,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Karl-Heinrich MIHR,1261,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1984,male
Joaquim MIRANDA,1356,Portugal,Communist and Allies Group ,None,Partido Comunista Português ,1984-1989,01-1986,male
Ana MIRANDA DE LAGE,1307,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,female
Alfeo MIZZAU,1595,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Poul MØLLER,1584,Denmark,European Democratic Group ,None,Det konservative folkeparti ,1984-1989,07-1984,male
Emilio MOLINARI,1615,Italy,Rainbow Group,None,Democrazia proletaria ,1984-1989,07-1984,male
Andoni MONFORTE ARREGUI,1608,Spain,Group of the European People's Party (Christian,None,Partido Nacionalista Vasco ,1984-1989,01-1986,male
José María MONTERO ZABALA,1338,Spain,Non-attached Members,None,Herri Batasuna ,1984-1989,07-1987,male
James MOORHOUSE,1398,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Fernando MORÁN LÓPEZ,1339,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,07-1987,male
Alberto MORAVIA,1596,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Raúl MORODO LEONCIO,1340,Spain,Non-attached Members,Technical Coordination and Defence of Independent Groups and Members ,Centro Democràtico y Social ,1984-1989,07-1987,male
Giovanni MORONI,1594,Italy,Socialist Group ,None,Partito socialista democratico italiano ,1984-1989,07-1984,male
David R. MORRIS,1399,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Didier MOTCHANE,1580,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,male
Jean MOUCHEL,1581,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,female
Ernest MÜHLEN,1591,Luxembourg,Group of the European People's Party (Christian,None,Parti chrétien social ,1984-1989,07-1984,male
Günther MÜLLER,1592,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1984-1989,04-1988,male
Werner MÜNCH,1262,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Joaquim MUNS ALBUIXECH,1593,Spain,Liberal and Democratic Reformist Group ,None,Convergència i Unió ,1984-1989,07-1987,male
Hemmo J. MUNTINGH,1446,Netherlands,Socialist Group ,None,Partij van de Arbeid ,1984-1989,07-1984,male
François MUSSO,960,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Alessandro NATTA,1582,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Antonio NAVARRO,1149,Spain,European Democratic Group ,None,Coalición Popular ,1984-1989,01-1986,male
Giovanni NEGRI,1579,Italy,Non-attached Members,None,Partito radicale ,1984-1989,04-1988,male
Lore NEUGEBAUER,1578,Germany,Socialist Group ,None,Sozialdemokratische Partei Deutschlands ,1984-1989,07-1987,female
Arthur Stanley NEWENS,1400,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Edward NEWMAN,1401,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Bill NEWTON DUNN,1394,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Jørgen Brøndlund NIELSEN,1573,Denmark,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Venstre ,1984-1989,07-1984,male
Tove NIELSEN,1244,Denmark,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Venstre ,1984-1989,07-1984,female
Egbert NITSCH,1577,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,01-1988,male
Hans R. NORD,1574,Netherlands,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Volkspartij voor Vrijheid en Democratie ,1984-1989,07-1984,male
Jean-Thomas NORDMANN,1194,France,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Parti radical ,1984-1989,07-1984,male
Sir Tom NORMANTON,1575,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Wolfgang von NOSTITZ,1571,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,02-1987,male
Diego NOVELLI,1674,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Tom G. O'DONNELL,1570,Ireland,Group of the European People's Party (Christian,None,Fine Gael Party ,1984-1989,07-1984,male
The Lord O'HAGAN,1395,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Francisco OLIVA GARCIA,1341,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Jeanette OPPENHEIM,1562,Denmark,European Democratic Group ,None,Det konservative folkeparti ,1984-1989,07-1984,female
Ian R.K. PAISLEY,1396,United Kingdom,Non-attached Members,None,Democratic Unionist Party ,1984-1989,07-1984,male
Giancarlo PAJETTA,1557,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Roger PALMIERI,1567,France,Group of the European Right ,None,Front national ,1984-1989,07-1987,male
Marco PANNELLA,1002,Italy,Non-attached Members,Technical Coordination and Defence of Independent Groups and Members ,Partito radicale ,1984-1989,07-1984,male
Konstantina PANTAZI,1540,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,female
Nikolaos PAPAKYRIAZIS,1568,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,12-1985,male
Giovanni PAPAPIETRO,1555,Italy,Communist and Allies Group ,None,Partito comunista italiano ,1984-1989,07-1984,male
Christiane PAPON,1563,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,10-1987,female
Christos PAPOUTSIS,1457,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,male
Eolo PARODI,233,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Roger PARTRAT,1712,France,Group of the European People's Party (Christian,None,Union pour la démocratie française - Centre des démocrates sociaux ,1984-1989,04-1987,male
Jean-Claude PASTY,1205,France,Group of the European Democratic Alliance ,None,Rassemblement pour la République ,1984-1989,07-1984,male
Andrew PEARCE,1551,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Jorge PEGADO LIZ,1546,Portugal,Group of the European Democratic Alliance ,None,Partido Renovador Democratico ,1984-1989,01-1986,male
Jiri PELIKAN,1552,Italy,Socialist Group ,None,Partito socialista italiano ,1984-1989,07-1984,male
Jean J.M. PENDERS,1447,Netherlands,Group of the European People's Party (Christian,None,Christen Democratisch Appèl ,1984-1989,07-1984,female
Manuel PEREIRA,1553,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,01-1986,male
Virgílio PEREIRA,1357,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,01-1986,male
José PEREIRA LOPEZ,1547,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,02-1987,male
Fernando PÉREZ ROYO,1333,Spain,Communist and Allies Group ,None,Izquierda Unida ,1984-1989,07-1987,male
Luis Guillermo PERINAT ELIO,1549,Spain,European Democratic Group ,None,Coalición Popular ,1984-1989,01-1986,male
Nicole PERY,1068,France,Socialist Group ,None,Parti socialiste ,1984-1989,07-1984,female
Francesco PETRONIO,1550,Italy,Group of the European Right ,None,Movimento sociale italiano - Destra nazionale ,1984-1989,07-1984,male
Gabriele PEUS,1564,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Gero PFENNIG,1632,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
Pierre PFLIMLIN,1545,France,Group of the European People's Party (Christian,None,Centre des démocrates sociaux ,1984-1989,07-1984,male
Dorothee PIERMONT,1054,Germany,Rainbow Group,None,Bündnis 90/die Grünen ,1984-1989,07-1984,female
Carlos PIMENTA,1358,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,09-1987,male
Sergio PININFARINA,1544,Italy,Liberal and Democratic Group ,Liberal and Democratic Reformist Group ,Partito liberale italiano ,1984-1989,07-1984,male
Maria de Lourdes PINTASILGO,1565,Portugal,Socialist Group ,None,Partido Socialista ,1984-1989,09-1987,female
Pedro Augusto PINTO,1548,Portugal,Liberal and Democratic Reformist Group ,None,Partido Social Democrata ,1984-1989,01-1986,male
Fritz PIRKL,1254,Germany,Group of the European People's Party (Christian,None,Christlich-Soziale Union in Bayern e.V. ,1984-1989,07-1984,male
Ferruccio PISONI,1003,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Nino PISONI,983,Italy,Group of the European People's Party (Christian,None,Democrazia cristiana ,1984-1989,07-1984,male
Terrence J. (Terry) PITT,1777,United Kingdom,Socialist Group ,None,Labour Party ,1984-1989,07-1984,male
Luis PLANAS PUCHADES,1334,Spain,Socialist Group ,None,Partido Socialista Obrero Español ,1984-1989,01-1986,male
Spyridon PLASKOVITIS,1543,Greece,Socialist Group ,None,Panellinio Socialistiko Kinima ,1984-1989,07-1984,male
The Lord Henry PLUMB,1389,United Kingdom,European Democratic Group ,None,Conservative and Unionist Party ,1984-1989,07-1984,male
Hans POETSCHKI,1561,Germany,Group of the European People's Party (Christian,None,Christlich Demokratische Union Deutschlands ,1984-1989,07-1984,male
