fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Christine DE VEYRAC,4347,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,female
Mia DE VITS,28259,Belgium,Socialist Group in the European Parliament ,None,"Socialistische Partij.Anders- Sociaal, Progressief, Internationaal, Regionaal, Integraal Democratisch, Toekomstgericht ",2004-2009,07-2004,female
Agustín DÍAZ DE MERA GARCÍA CONSUEGRA,28397,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Jolanta DIČKUTĖ,28272,Lithuania,Group of the Alliance of Liberals and Democrats for Europe ,None,Darbo partija ,2004-2009,07-2004,female
Gintaras DIDŽIOKAS,23747,Lithuania,Union for Europe of the Nations Group ,None,Valstiečių ir Naujosios demokratijos partijų sąjunga ,2004-2009,07-2004,male
Rosa DÍEZ GONZÁLEZ,4327,Spain,Socialist Group in the European Parliament ,None,Partido Socialista Obrero Español ,2004-2009,07-2004,female
Koenraad DILLEN,24029,Belgium,Non-attached Members,"Identity, Tradition and Sovereignty Group ",Vlaams Blok ,2004-2009,07-2004,male
Giorgos DIMITRAKOPOULOS,2185,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,2004-2009,07-2004,male
Konstantin DIMITROV,37488,Bulgaria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Democrats for Strong Bulgaria ,2004-2009,12-2006,male
Martin DIMITROV,34252,Bulgaria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,United Democratic Forces ,2004-2009,09-2005,male
Philip Dimitrov DIMITROV,37526,Bulgaria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,United Democratic Forces ,2004-2009,01-2007,male
Vasile DÎNCU,33998,Romania,Socialist Group in the European Parliament ,None,Partidul Social Democrat ,2004-2009,09-2005,male
Armando DIONISI,28426,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Unione dei Democratici cristiani e dei Democratici di Centro ,2004-2009,07-2004,male
Antonio DI PIETRO,4404,Italy,Group of the Alliance of Liberals and Democrats for Europe ,None,Italia dei Valori ,2004-2009,07-2004,male
Alexandra DOBOLYI,28637,Hungary,Socialist Group in the European Parliament ,None,Magyar Szocialista Párt ,2004-2009,07-2004,female
Valdis DOMBROVSKIS,28618,Latvia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Jaunais laiks ,2004-2009,07-2004,male
Beniamino DONNICI,38399,Italy,Group of the Alliance of Liberals and Democrats for Europe ,None,Italia dei Valori ,2004-2009,03-2007,male
Bert DOORN,4500,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,2004-2009,07-2004,male
Brigitte DOUAY,28157,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,female
Den DOVER,4552,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Avril DOYLE,4382,Ireland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fine Gael Party ,2004-2009,07-2004,female
Mojca DRČAR MURKO,28305,Slovenia,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberalna Demokracija Slovenije ,2004-2009,07-2004,female
Konstantinos DROUTSAS,58782,Greece,Confederal Group of the European United Left ,None,Kommounistiko Komma Elladas ,2004-2009,06-2008,male
Petr DUCHOŇ,28315,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,2004-2009,07-2004,male
Andrew DUFF,4514,United Kingdom,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberal Democrat Party ,2004-2009,07-2004,male
Bárbara DÜHRKOP DÜHRKOP,1313,Spain,Socialist Group in the European Parliament ,None,Partido Socialista Obrero Español ,2004-2009,07-2004,female
Garrelt DUIN,5969,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,male
Árpád DUKA-ZÓLYOMI,28197,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Strana mad'arskej koalície - Magyar Koalíció Pártja ,2004-2009,07-2004,male
Cristian DUMITRESCU,33978,Romania,Socialist Group in the European Parliament ,None,Partidul Social Democrat ,2004-2009,09-2005,male
Constantin DUMITRIU,39718,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat ,2004-2009,12-2007,male
Antoine DUQUESNE,28841,Belgium,Group of the Alliance of Liberals and Democrats for Europe ,None,Mouvement Réformateur ,2004-2009,07-2004,male
Michl EBNER,2075,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Uniti nell'Ulivo-Südtiroler Volkspartei ,2004-2009,07-2004,male
Christian EHLER,28226,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Lena EK,28127,Sweden,Group of the Alliance of Liberals and Democrats for Europe ,None,Centerpartiet ,2004-2009,07-2004,female
Saïd EL KHADRAOUI,25718,Belgium,Socialist Group in the European Parliament ,None,"Socialistische Partij.Anders- Sociaal, Progressief, Internationaal, Regionaal, Integraal Democratisch, Toekomstgericht ",2004-2009,07-2004,male
James ELLES,1419,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Maria da Assunção ESTEVES,28401,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Coligaçao Força Portugal ,2004-2009,07-2004,female
Edite ESTRELA,28310,Portugal,Socialist Group in the European Parliament ,None,Partido Socialista ,2004-2009,07-2004,female
Harald ETTL,2286,Austria,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Österreichs ,2004-2009,07-2004,male
Camiel EURLINGS,28163,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,2004-2009,07-2004,male
Jill EVANS,4550,United Kingdom,Group of the Greens/European Free Alliance ,None,Plaid Cymru - Party of Wales ,2004-2009,07-2004,female
Jonathan EVANS,4549,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Robert EVANS,2099,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,male
Hynek FAJMON,23695,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,2004-2009,07-2004,male
Richard FALBR,23840,Czechia,Socialist Group in the European Parliament ,None,Česká strana sociálně demokratická ,2004-2009,07-2004,male
Nigel FARAGE,4525,United Kingdom,Independence/Democracy Group ,None,UK Independence Party ,2004-2009,07-2004,male
Göran FÄRM,4265,Sweden,Socialist Group in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2004-2009,02-2007,male
Carlo FATUZZO,4413,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partito Pensionati ,2004-2009,07-2004,male
Claudio FAVA,4469,Italy,Socialist Group in the European Parliament ,None,Democratici di Sinistra ,2004-2009,07-2004,male
Szabolcs FAZAKAS,23804,Hungary,Socialist Group in the European Parliament ,None,Magyar Szocialista Párt ,2004-2009,07-2004,male
Markus FERBER,1917,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,2004-2009,07-2004,male
Emanuel Jardim FERNANDES,28318,Portugal,Socialist Group in the European Parliament ,None,Partido Socialista ,2004-2009,07-2004,male
Fernando FERNÁNDEZ MARTÍN,2012,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Francesco FERRARI,38849,Italy,Group of the Alliance of Liberals and Democrats for Europe ,None,Uniti nell'Ulivo ,2004-2009,07-2007,male
Anne FERREIRA,5735,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,female
Elisa FERREIRA,28308,Portugal,Socialist Group in the European Parliament ,None,Partido Socialista ,2004-2009,07-2004,female
Ilda FIGUEIREDO,4466,Portugal,Confederal Group of the European United Left ,None,Coligação Democrática Unitária ,2004-2009,07-2004,female
Petru FILIP,39710,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat ,2004-2009,12-2007,male
Roberto FIORE,41004,Italy,Non-attached Members,None,Alternativa sociale,2004-2009,05-2008,male
Christofer FJELLNER,28126,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata Samlingspartiet ,2004-2009,07-2004,male
Věra FLASAROVÁ,28336,Czechia,Confederal Group of the European United Left ,None,Komunistická strana Čech a Moravy ,2004-2009,07-2004,female
Hélène FLAUTRE,4385,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,2004-2009,07-2004,female
Karl-Heinz FLORENZ,1038,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Alessandro FOGLIETTA,28425,Italy,Union for Europe of the Nations Group ,None,Alleanza nazionale ,2004-2009,07-2004,male
Hanna FOLTYN-KUBICKA,34930,Poland,Union for Europe of the Nations Group ,None,Prawo i Sprawiedliwość ,2004-2009,12-2005,female
Nicole FONTAINE,945,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,female
Glyn FORD,1413,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,male
Anna FOTYGA,28353,Poland,Union for Europe of the Nations Group ,None,Prawo i Sprawiedliwość ,2004-2009,07-2004,female
Brigitte FOURÉ,39956,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nouveau Centre ,2004-2009,01-2008,female
Janelly FOURTOU,4336,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Union pour la démocratie française ,2004-2009,07-2004,female
Carmen FRAGA ESTÉVEZ,1993,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,female
Juan FRAILE CANTÓN,40600,Spain,Socialist Group in the European Parliament ,None,Partido Socialista Obrero Español ,2004-2009,04-2008,male
Armando FRANÇA,39510,Portugal,Socialist Group in the European Parliament ,None,Partido Socialista ,2004-2009,10-2007,male
Monica FRASSONI,4254,Italy,Group of the Greens/European Free Alliance ,None,Federazione dei Verdi ,2004-2009,07-2004,female
Duarte FREITAS,28403,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Coligaçao Força Portugal ,2004-2009,07-2004,male
Ingo FRIEDRICH,1264,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,2004-2009,07-2004,male
Sorin FRUNZĂVERDE,39708,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat ,2004-2009,12-2007,male
Jean-Claude FRUTEAU,4297,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,male
Daniel Petru FUNERIU,95020,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat-Liberal ,2004-2009,12-2008,male
Corrado GABRIELE,36391,Italy,Confederal Group of the European United Left ,None,Partito della Rifondazione Comunista - Sinistra Europea ,2004-2009,05-2006,male
Urszula GACEK,39763,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,2004-2009,12-2007,female
Michael GAHLER,2341,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Kinga GÁL,28150,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,2004-2009,07-2004,female
Milan GAĽA,26833,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Slovenská demokratická a kresťanská únia ,2004-2009,07-2004,male
Gerardo GALEOTE,2001,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Ovidiu Victor GANȚ,33979,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Minoritati ,2004-2009,09-2005,male
Vicente Miguel GARCÉS RAMÓN,39321,Spain,Socialist Group in the European Parliament ,None,Partido Socialista Obrero Español ,2004-2009,09-2007,male
José Manuel GARCÍA-MARGALLO Y MARFIL,1992,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Iratxe GARCÍA PÉREZ,28298,Spain,Socialist Group in the European Parliament ,None,Partido Socialista Obrero Español ,2004-2009,07-2004,female
Elisabetta GARDINI,58758,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,2004-2009,05-2008,female
Giuseppe GARGANI,4562,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,2004-2009,07-2004,male
Salvador GARRIGA POLLEDO,1665,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Patrick GAUBERT,28183,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,male
Jean-Paul GAUZÈS,28193,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,male
Jas GAWRONSKI,1113,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,2004-2009,07-2004,male
Evelyne GEBHARDT,1913,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,female
Eugenijus GENTVILAS,28283,Lithuania,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberalų ir centro sąjunga ,2004-2009,07-2004,male
Georgios GEORGIOU,39320,Greece,Independence/Democracy Group ,None,Laikos Orthodoxos Synagermos - G. Karatzaferis ,2004-2009,10-2007,male
Bronisław GEREMEK,28384,Poland,Group of the Alliance of Liberals and Democrats for Europe ,None,Unia Wolnosci ,2004-2009,07-2004,male
Lidia Joanna GERINGER DE OEDENBERG,28377,Poland,Socialist Group in the European Parliament ,None,Sojusz Lewicy Demokratycznej - Unia Pracy ,2004-2009,07-2004,female
Roland GEWALT,34757,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,10-2005,male
Claire GIBAULT,28207,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Union pour la démocratie française ,2004-2009,07-2004,female
Adam GIEREK,28379,Poland,Socialist Group in the European Parliament ,None,Unia Pracy ,2004-2009,07-2004,male
Maciej Marian GIERTYCH,24088,Poland,Independence/Democracy Group ,Non-attached Members,Liga Polskich Rodzin ,2004-2009,07-2004,male
Neena GILL,4533,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,female
Monica GIUNTINI,94391,Italy,Socialist Group in the European Parliament ,None,Uniti nell'Ulivo ,2004-2009,10-2008,female
Ioannis GKLAVAKIS,28570,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,2004-2009,07-2004,male
Norbert GLANTE,1902,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,male
Béla GLATTFELDER,28145,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,2004-2009,07-2004,male
Gian Paolo GOBBO,4741,Italy,Non-attached Members,Union for Europe of the Nations Group ,Lega Nord per l'indipendenza della Padania ,2004-2009,11-2006,male
Robert GOEBBELS,4429,Luxembourg,Socialist Group in the European Parliament ,None,Parti ouvrier socialiste luxembourgeois ,2004-2009,07-2004,male
Lutz GOEPEL,1845,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Bogdan GOLIK,28373,Poland,Non-attached Members,Socialist Group in the European Parliament ,Samoobrona RP ,2004-2009,07-2004,male
Bruno GOLLNISCH,1164,France,Non-attached Members,"Identity, Tradition and Sovereignty Group ",Front national ,2004-2009,07-2004,male
Ana GOMES,28306,Portugal,Socialist Group in the European Parliament ,None,Partido Socialista ,2004-2009,07-2004,female
Alfred GOMOLKA,1923,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Donata GOTTARDI,36395,Italy,Socialist Group in the European Parliament ,None,Uniti nell'Ulivo ,2004-2009,05-2006,female
Hélène GOUDIN,28146,Sweden,Independence/Democracy Group ,None,Junilistan ,2004-2009,07-2004,female
Genowefa GRABOWSKA,23717,Poland,Socialist Group in the European Parliament ,None,Socjaldemokracja Polska ,2004-2009,07-2004,female
Dariusz Maciej GRABOWSKI,28332,Poland,Independence/Democracy Group ,Union for Europe of the Nations Group ,Liga Polskich Rodzin ,2004-2009,07-2004,male
Vasco GRAÇA MOURA,4450,Portugal,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Coligaçao Força Portugal ,2004-2009,07-2004,male
Friedrich-Wilhelm GRAEFE zu BARINGDORF,1040,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2004-2009,07-2004,male
Luis de GRANDES PASCUAL,28393,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Ingeborg GRÄSSLE,28220,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,female
Martí GRAU i SEGÚ,40601,Spain,Socialist Group in the European Parliament ,None,Partit dels Socialistes de Catalunya ,2004-2009,04-2008,male
Louis GRECH,28123,Malta,Socialist Group in the European Parliament ,None,Partit Laburista ,2004-2009,07-2004,male
Nathalie GRIESBECK,28208,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Union pour la démocratie française ,2004-2009,07-2004,female
Elly de GROEN-KOUWENHOVEN,28265,Netherlands,Group of the Greens/European Free Alliance ,None,Europa Transparant ,2004-2009,07-2004,female
Lissy GRÖNER,1061,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,female
Matthias GROOTE,34728,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,10-2005,male
Mathieu GROSCH,2247,Belgium,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Soziale Partei ,2004-2009,07-2004,male
Françoise GROSSETÊTE,2025,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,female
Lilli GRUBER,28368,Italy,Socialist Group in the European Parliament ,None,Indipendente ,2004-2009,07-2004,female
Ignasi GUARDANS CAMBÓ,28411,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,Convergència Democràtica Catalunya ,2004-2009,07-2004,male
Ambroise GUELLEC,28194,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,male
Pedro GUERREIRO,31123,Portugal,Confederal Group of the European United Left ,None,Partido Comunista Português ,2004-2009,01-2005,male
Umberto GUIDONI,28974,Italy,Confederal Group of the European United Left ,None,Partito dei Comunisti Italiani ,2004-2009,07-2004,male
Zita GURMAI,23805,Hungary,Socialist Group in the European Parliament ,None,Magyar Szocialista Párt ,2004-2009,07-2004,female
Cristina GUTIÉRREZ-CORTINES,4326,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,female
Catherine GUY-QUINT,4314,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,female
András GYÜRK,23816,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,2004-2009,07-2004,male
Fiona HALL,28477,United Kingdom,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberal Democrat Party ,2004-2009,07-2004,female
Ioan Lucian HĂMBĂȘAN,95704,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat-Liberal ,2004-2009,03-2009,male
David HAMMERSTEIN,28345,Spain,Group of the Greens/European Free Alliance ,None,Los Verdes ,2004-2009,07-2004,male
Benoît HAMON,28159,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,male
Małgorzata HANDZLIK,28275,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,2004-2009,07-2004,female
Daniel HANNAN,4555,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,Non-attached Members,Conservative and Unionist Party ,2004-2009,07-2004,male
Klaus HÄNSCH,1266,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,male
Gábor HARANGOZÓ,28199,Hungary,Socialist Group in the European Parliament ,None,Magyar Szocialista Párt ,2004-2009,07-2004,male
Malcolm HARBOUR,4538,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Marian HARKIN,28116,Ireland,Group of the Alliance of Liberals and Democrats for Europe ,None,- ,2004-2009,07-2004,female
Rebecca HARMS,28233,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2004-2009,07-2004,female
Joel HASSE FERREIRA,31730,Portugal,Socialist Group in the European Parliament ,None,Partido Socialista ,2004-2009,03-2005,male
Satu HASSI,28321,Finland,Group of the Greens/European Free Alliance ,None,Vihreä liitto ,2004-2009,07-2004,female
Konstantinos HATZIDAKIS,2186,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,2004-2009,07-2004,male
Jutta HAUG,1914,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,female
Adeline HAZAN,4299,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,female
Christopher HEATON-HARRIS,4517,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Anna HEDH,28131,Sweden,Socialist Group in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2004-2009,07-2004,female
Ewa HEDKVIST PETERSEN,4266,Sweden,Socialist Group in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2004-2009,07-2004,female
Gyula HEGYI,23806,Hungary,Socialist Group in the European Parliament ,None,Magyar Szocialista Párt ,2004-2009,07-2004,male
Roger HELMER,4516,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,Non-attached Members,Conservative and Unionist Party ,2004-2009,07-2004,male
Jacky HÉNIN,28215,France,Confederal Group of the European United Left ,None,Parti communiste français ,2004-2009,07-2004,male
Erna HENNICOT-SCHOEPGES,29019,Luxembourg,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Parti chrétien social ,2004-2009,07-2004,female
Jeanine HENNIS-PLASSCHAERT,28176,Netherlands,Group of the Alliance of Liberals and Democrats for Europe ,None,Volkspartij voor Vrijheid en Democratie ,2004-2009,07-2004,female
Edit HERCZOG,28155,Hungary,Socialist Group in the European Parliament ,None,Magyar Szocialista Párt ,2004-2009,07-2004,female
Esther HERRANZ GARCÍA,22418,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,female
Luis HERRERO-TEJEDOR,28396,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Ruth HIERONYMI,4279,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,female
Jim HIGGINS,28117,Ireland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fine Gael Party ,2004-2009,07-2004,male
Gunnar HÖKMARK,28124,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata Samlingspartiet ,2004-2009,07-2004,male
Jens HOLM,37008,Sweden,Confederal Group of the European United Left ,None,Vänsterpartiet ,2004-2009,09-2006,male
Krzysztof HOŁOWCZYC,39764,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,2004-2009,12-2007,male
Mary HONEYBALL,5846,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,female
Karsten Friedrich HOPPENSTEDT,1222,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Milan HORÁČEK,28239,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2004-2009,07-2004,male
Brice HORTEFEUX,5565,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,male
Richard HOWITT,2073,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,male
Ján HUDACKÝ,28180,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kresťanskodemokratické hnutie ,2004-2009,07-2004,male
Ian HUDGHTON,2338,United Kingdom,Group of the Greens/European Free Alliance ,None,Scottish National Party ,2004-2009,07-2004,male
Stephen HUGHES,1407,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,male
Christopher HUHNE,4523,United Kingdom,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberal Democrat Party ,2004-2009,07-2004,male
Alain HUTCHINSON,28282,Belgium,Socialist Group in the European Parliament ,None,Parti Socialiste ,2004-2009,07-2004,male
Jana HYBÁŠKOVÁ,28350,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,SNK sdruženi nezávislých a Evropští demokraté ,2004-2009,07-2004,female
Filiz HYUSMENOVA,34249,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe ,None,Movement for Rights and Freedoms ,2004-2009,09-2005,female
Monica Maria IACOB-RIDZI,33987,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat ,2004-2009,09-2005,female
Anna IBRISAGIC,28125,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Moderata Samlingspartiet ,2004-2009,07-2004,female
Stanimir ILCHEV,34235,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe ,None,National Movement Simeon II ,2004-2009,09-2005,male
Toomas Hendrik ILVES,23860,Estonia,Socialist Group in the European Parliament ,None,Sotsiaaldemokraatlik Erakond ,2004-2009,07-2004,male
Sophia IN 'T VELD,28266,Netherlands,Group of the Alliance of Liberals and Democrats for Europe ,None,Democraten 66 ,2004-2009,07-2004,female
Iliana IOTOVA,38605,Bulgaria,Socialist Group in the European Parliament ,None,Platform European Socialists ,2004-2009,06-2007,female
Mikel IRUJO AMEZAGA,38733,Spain,Group of the Greens/European Free Alliance ,None,Europa de los Pueblos ,2004-2009,06-2007,male
Marie Anne ISLER BÉGUIN,1833,France,Group of the Greens/European Free Alliance ,None,Les Verts-Europe-Ecologie ,2004-2009,07-2004,female
Ville ITÄLÄ,28313,Finland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kansallinen Kokoomus ,2004-2009,07-2004,male
Carlos ITURGAIZ,28398,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Anneli JÄÄTTEENMÄKI,28314,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2004-2009,07-2004,female
Caroline JACKSON,1370,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,female
Lily JACOBS,39094,Netherlands,Socialist Group in the European Parliament ,None,Partij van de Arbeid ,2004-2009,09-2007,female
Stanisław JAŁOWIECKI,28277,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,2004-2009,07-2004,male
