fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Ursula STENZEL,2294,Austria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Österreichische Volkspartei - Liste Ursula Stenzel ,2004-2009,07-2004,female
Dirk STERCKX,4243,Belgium,Group of the Alliance of Liberals and Democrats for Europe ,None,Vlaamse Liberalen en Democraten - Vivant ,2004-2009,07-2004,male
Struan STEVENSON,4546,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Scottish Conservative and Unionist Party ,2004-2009,07-2004,male
Catherine STIHLER,4545,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,female
Ulrich STOCKMANN,1859,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,male
Theodor Dumitru STOLOJAN,39721,Romania,Non-attached Members,Group of the European People's Party (Christian Democrats) and European Democrats ,Partidul Liberal Democrat ,2004-2009,12-2007,male
Dimitar STOYANOV,34254,Bulgaria,Non-attached Members,None,Attack Coalition ,2004-2009,09-2005,male
Ivo STREJČEK,28320,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,2004-2009,07-2004,male
Daniel STROŽ,28339,Czechia,Confederal Group of the European United Left ,None,Komunistická strana Čech a Moravy ,2004-2009,07-2004,male
Alexander STUBB,28261,Finland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kansallinen Kokoomus ,2004-2009,07-2004,male
Robert STURDY,2037,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Margie SUDRE,4340,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,female
David SUMBERG,4539,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
László SURJÁN,23820,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,2004-2009,07-2004,male
Gianluca SUSTA,36396,Italy,Group of the Alliance of Liberals and Democrats for Europe ,None,Uniti nell'Ulivo ,2004-2009,05-2006,male
Eva-Britt SVENSSON,28134,Sweden,Confederal Group of the European United Left ,None,Vänsterpartiet ,2004-2009,07-2004,female
Hannes SWOBODA,2295,Austria,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Österreichs ,2004-2009,07-2004,male
Károly Ferenc SZABÓ,34004,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Uniunea Democrată Maghiară din România ,2004-2009,09-2005,male
József SZÁJER,23821,Hungary,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Fidesz-Magyar Polgári Szövetség ,2004-2009,07-2004,male
Andrzej Jan SZEJNA,28382,Poland,Socialist Group in the European Parliament ,None,Sojusz Lewicy Demokratycznej - Unia Pracy ,2004-2009,07-2004,male
István SZENT-IVÁNYI,23830,Hungary,Group of the Alliance of Liberals and Democrats for Europe ,None,Szabad Demokraták Szövetsége ,2004-2009,07-2004,male
Konrad SZYMAŃSKI,28358,Poland,Union for Europe of the Nations Group ,None,Prawo i Sprawiedliwość ,2004-2009,07-2004,male
Csaba Sándor TABAJDI,23808,Hungary,Socialist Group in the European Parliament ,None,Magyar Szocialista Párt ,2004-2009,07-2004,male
Antonio TAJANI,2187,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,2004-2009,07-2004,male
Hannu TAKKULA,28316,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2004-2009,07-2004,male
Timothy Charles Ayrton TANNOCK,4521,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Marc TARABELLA,29579,Belgium,Socialist Group in the European Parliament ,None,Parti Socialiste ,2004-2009,08-2004,male
Andres TARAND,28980,Estonia,Socialist Group in the European Parliament ,None,Sotsiaaldemokraatlik Erakond ,2004-2009,07-2004,male
Salvatore TATARELLA,1945,Italy,Union for Europe of the Nations Group ,None,Alleanza nazionale ,2004-2009,07-2004,male
Michel TEYCHENNÉ,94281,France,Socialist Group in the European Parliament ,None,Parti Socialiste ,2004-2009,10-2008,male
Britta THOMSEN,28153,Denmark,Socialist Group in the European Parliament ,None,Socialdemokratiet ,2004-2009,07-2004,female
Marianne THYSSEN,1832,Belgium,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen-Democratisch & Vlaams - Nieuw-Vlaamse Alliantie ,2004-2009,07-2004,female
Silvia-Adriana ȚICĂU,36281,Romania,Socialist Group in the European Parliament ,None,Partidul Social Democrat ,2004-2009,04-2006,female
Radu ȚÎRLE,34005,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,"Alianţei ""Dreptate si Adevar PNL-PD"" ",2004-2009,09-2005,male
Jeffrey TITFORD,4515,United Kingdom,Independence/Democracy Group ,None,UK Independence Party ,2004-2009,07-2004,male
Gary TITLEY,1311,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,male
Patrizia TOIA,28340,Italy,Group of the Alliance of Liberals and Democrats for Europe ,None,La Margherita ,2004-2009,07-2004,female
László TŐKÉS,39726,Hungary,Non-attached Members,Group of the Greens/European Free Alliance ,Independent ,2004-2009,12-2007,male
Horia-Victor TOMA,38421,Romania,Group of the Alliance of Liberals and Democrats for Europe ,None,Partidul Naţional Liberal ,2004-2009,04-2007,male
Ewa TOMASZEWSKA,39022,Poland,Union for Europe of the Nations Group ,None,Prawo i Sprawiedliwość ,2004-2009,08-2007,female
Witold TOMCZAK,24089,Poland,Independence/Democracy Group ,None,Liga Polskich Rodzin ,2004-2009,07-2004,male
Jacques TOUBON,28198,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,male
Georgios TOUSSAS,28584,Greece,Confederal Group of the European United Left ,None,Kommounistiko Komma Elladas ,2004-2009,07-2004,male
Antonios TRAKATELLIS,2182,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,2004-2009,07-2004,male
Catherine TRAUTMANN,1129,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,female
Kyriacos TRIANTAPHYLLIDES,28514,Cyprus,Confederal Group of the European United Left ,None,Anorthotiko Komma Ergazomenou Laou - Aristera - Nees Dynameis ,2004-2009,07-2004,male
Helga TRÜPEL,28240,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2004-2009,07-2004,female
Claude TURMES,4432,Luxembourg,Group of the Greens/European Free Alliance ,None,Les Verts ,2004-2009,07-2004,male
Evangelia TZAMPAZI,28581,Greece,Socialist Group in the European Parliament ,None,Panellinio Socialistiko Kinima ,2004-2009,07-2004,female
Feleknas UCA,4302,Germany,Confederal Group of the European United Left ,None,Partei des Demokratischen Sozialismus ,2004-2009,07-2004,female
Thomas ULMER,28221,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Vladimir URUTCHEV,38601,Bulgaria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Citizens for European Development of Bulgaria ,2004-2009,06-2007,male
Inese VAIDERE,28617,Latvia,Union for Europe of the Nations Group ,None,Tēvzemei un Brīvībai/LNNK ,2004-2009,07-2004,female
Nikolaos VAKALIS,28573,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,2004-2009,07-2004,male
Adina-Ioana VĂLEAN,37324,Romania,Group of the Alliance of Liberals and Democrats for Europe ,None,Partidul Naţional Liberal ,2004-2009,10-2006,female
Elena VALENCIANO,4334,Spain,Socialist Group in the European Parliament ,None,Partido Socialista Obrero Español ,2004-2009,07-2004,female
Joan VALLVÉ,1976,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,Convergència Democràtica Catalunya ,2004-2009,05-2009,female
Frank VANHECKE,1956,Belgium,Non-attached Members,"Identity, Tradition and Sovereignty Group ",Vlaams Blok ,2004-2009,07-2004,male
Johan VAN HECKE,4241,Belgium,Group of the Alliance of Liberals and Democrats for Europe ,None,Vlaamse Liberalen en Democraten - Vivant ,2004-2009,07-2004,male
Anne VAN LANCKER,1938,Belgium,Socialist Group in the European Parliament ,None,"Socialistische Partij.Anders- Sociaal, Progressief, Internationaal, Regionaal, Integraal Democratisch, Toekomstgericht ",2004-2009,07-2004,female
Geoffrey VAN ORDEN,4513,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Daniel VARELA SUANZES-CARPEGNA,2000,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Ioannis VARVITSIOTIS,28547,Greece,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Nea Dimokratia ,2004-2009,07-2004,male
Ari VATANEN,4256,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,male
Yannick VAUGRENARD,28175,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,male
Paavo VÄYRYNEN,2128,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2004-2009,07-2004,male
Armando VENETO,36390,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Alleanza Popolare - Unione Democratici per l'Europa ,2004-2009,05-2006,male
Riccardo VENTRE,28437,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,2004-2009,07-2004,male
Donato Tommaso VERALDI,36394,Italy,Group of the Alliance of Liberals and Democrats for Europe ,None,Uniti nell'Ulivo ,2004-2009,05-2006,male
Paul VERGÈS,1490,France,Confederal Group of the European United Left ,None,Parti communiste français ,2004-2009,07-2004,male
Bernadette VERGNAUD,28177,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,female
Marcello VERNOLA,28439,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,2004-2009,07-2004,male
Alejo VIDAL-QUADRAS,4308,Spain,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partido Popular ,2004-2009,07-2004,male
Kristian VIGENIN,34232,Bulgaria,Socialist Group in the European Parliament ,None,Coalition for Bulgaria ,2004-2009,09-2005,male
Philippe de VILLIERS,2212,France,Independence/Democracy Group ,None,Mouvement pour la France ,2004-2009,07-2004,male
Theresa VILLIERS,4520,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,female
Marta VINCENZI,28335,Italy,Socialist Group in the European Parliament ,None,Democratici di Sinistra ,2004-2009,07-2004,female
Kyösti VIRRANKOSKI,2306,Finland,Group of the Alliance of Liberals and Democrats for Europe ,None,Suomen Keskusta ,2004-2009,07-2004,male
Cornelis VISSER,39534,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,2004-2009,10-2007,male
Oldřich VLASÁK,28323,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,2004-2009,07-2004,male
Dominique VLASTO,5737,France,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Union pour un Mouvement Populaire ,2004-2009,07-2004,male
Johannes VOGGENHUBER,2053,Austria,Group of the Greens/European Free Alliance ,None,Die Grünen - Die Grüne Alternative ,2004-2009,07-2004,male
Sahra WAGENKNECHT,28250,Germany,Confederal Group of the European United Left ,None,Partei des Demokratischen Sozialismus ,2004-2009,07-2004,female
Diana WALLIS,4544,United Kingdom,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberal Democrat Party ,2004-2009,07-2004,female
Ralf WALTER,1910,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,male
Sir Graham WATSON,2155,United Kingdom,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberal Democrat Party ,2004-2009,07-2004,male
Henri WEBER,2319,France,Socialist Group in the European Parliament ,None,Parti socialiste ,2004-2009,07-2004,male
Manfred WEBER,28229,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,2004-2009,07-2004,male
Renate WEBER,39713,Romania,Group of the Alliance of Liberals and Democrats for Europe ,None,Partidul Naţional Liberal ,2004-2009,12-2007,female
Barbara WEILER,1907,Germany,Socialist Group in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2004-2009,07-2004,female
Anja WEISGERBER,28227,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,2004-2009,07-2004,female
Åsa WESTLUND,28130,Sweden,Socialist Group in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2004-2009,07-2004,female
Phillip WHITEHEAD,2174,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,male
John WHITTAKER,28509,United Kingdom,Independence/Democracy Group ,None,UK Independence Party ,2004-2009,07-2004,male
Rainer WIELAND,2323,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Andrzej WIELOWIEYSKI,93543,Poland,Group of the Alliance of Liberals and Democrats for Europe ,None,Unia Wolnosci/Partia Demokratyczna - demokraci.pl ,2004-2009,08-2008,male
Jan Marinus WIERSMA,1952,Netherlands,Socialist Group in the European Parliament ,None,Partij van de Arbeid ,2004-2009,07-2004,male
Wojciech WIERZEJSKI,28344,Poland,Independence/Democracy Group ,None,Liga Polskich Rodzin ,2004-2009,07-2004,male
Anders WIJKMAN,4276,Sweden,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kristdemokraterna ,2004-2009,07-2004,male
Dame Glenis WILLMOTT,35743,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,01-2006,male
Iuliu WINKLER,39725,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Uniunea Democrată Maghiară din România ,2004-2009,12-2007,male
Thomas WISE,28496,United Kingdom,Independence/Democracy Group ,None,UK Independence Party ,2004-2009,07-2004,male
Karl von WOGAU,1224,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Lars WOHLIN,28144,Sweden,Independence/Democracy Group ,Group of the European People's Party (Christian Democrats) and European Democrats ,Junilistan ,2004-2009,07-2004,male
Bernard WOJCIECHOWSKI,34720,Poland,Independence/Democracy Group ,Non-attached Members,Liga Polskich Rodzin ,2004-2009,10-2005,male
Janusz WOJCIECHOWSKI,23784,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Polskie Stronnictwo Ludowe ,2004-2009,07-2004,male
Corien WORTMANN-KOOL,28167,Netherlands,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christen Democratisch Appèl ,2004-2009,07-2004,female
Joachim WUERMELING,4291,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich-Soziale Union in Bayern e.V. ,2004-2009,07-2004,male
Francis WURTZ,1018,France,Confederal Group of the European United Left ,None,Parti communiste français ,2004-2009,07-2004,male
Terence WYNN,1295,United Kingdom,Socialist Group in the European Parliament ,None,Labour Party ,2004-2009,07-2004,male
Marilisa XENOGIANNAKOPOULOU,28577,Greece,Socialist Group in the European Parliament ,None,Panellinio Socialistiko Kinima ,2004-2009,07-2004,female
Luis YÁÑEZ-BARNUEVO GARCÍA,28278,Spain,Socialist Group in the European Parliament ,None,Partido Socialista Obrero Español ,2004-2009,07-2004,male
Anna ZÁBORSKÁ,23894,Slovakia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kresťanskodemokratické hnutie ,2004-2009,07-2004,female
Jan ZAHRADIL,23712,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,2004-2009,07-2004,male
Zbigniew ZALESKI,28300,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,2004-2009,07-2004,male
Mauro ZANI,28414,Italy,Socialist Group in the European Parliament ,None,Uniti nell'Ulivo ,2004-2009,07-2004,male
Iva ZANICCHI,41007,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,2004-2009,05-2008,female
Andrzej Tomasz ZAPAŁOWSKI,33946,Poland,Independence/Democracy Group ,Union for Europe of the Nations Group ,Liga Polskich Rodzin ,2004-2009,07-2005,male
Stefano ZAPPALA',4433,Italy,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Forza Italia ,2004-2009,07-2004,male
Tomáš ZATLOUKAL,28351,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,SNK sdruženi nezávislých a Evropští demokraté ,2004-2009,07-2004,male
Tatjana ŽDANOKA,28619,Latvia,Group of the Greens/European Free Alliance ,None,"Politisko organizāciju savienība ""Par cilvēka tiesībām vienotā Latvijā"" ",2004-2009,07-2004,female
Dushana ZDRAVKOVA,38604,Bulgaria,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Citizens for European Development of Bulgaria ,2004-2009,06-2007,female
Vladimír ŽELEZNÝ,28357,Czechia,Independence/Democracy Group ,None,NEZÁVISLÍ ,2004-2009,07-2004,male
Josef ZIELENIEC,28348,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,SNK sdruženi nezávislých a Evropští demokraté ,2004-2009,07-2004,male
Roberts ZĪLE,28615,Latvia,Union for Europe of the Nations Group ,None,Tēvzemei un Brīvībai/LNNK ,2004-2009,07-2004,male
Gabriele ZIMMER,28248,Germany,Confederal Group of the European United Left ,None,Partei des Demokratischen Sozialismus ,2004-2009,07-2004,male
Jürgen ZIMMERLING,4281,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2005,male
Nicola ZINGARETTI,28419,Italy,Socialist Group in the European Parliament ,None,Democratici di Sinistra ,2004-2009,07-2004,male
MARIAN ZLOTEA,39709,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat ,2004-2009,12-2007,female
Jaroslav ZVĚŘINA,28921,Czechia,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Občanská demokratická strana ,2004-2009,07-2004,male
Tadeusz ZWIEFKA,28301,Poland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Platforma Obywatelska ,2004-2009,07-2004,male
Nedzhmi ALI,34250,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe ,None,Movement for Rights and Freedoms ,2004-2009,09-2005,male
Rapisardo ANTINUCCI,72723,Italy,Socialist Group in the European Parliament ,None,Uniti nell'Ulivo ,2004-2009,06-2008,male
Margrietus van den BERG,4480,Netherlands,Socialist Group in the European Parliament ,None,Partij van de Arbeid ,2004-2009,07-2004,female
Nirj DEVA,4556,United Kingdom,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Conservative and Unionist Party ,2004-2009,07-2004,male
Eduard-Raul HELLVIG,37448,Romania,Group of the Alliance of Liberals and Democrats for Europe ,None,Partidul Conservator ,2004-2009,01-2007,male
Sylvia-Yvonne KAUFMANN,1849,Germany,Confederal Group of the European United Left ,Socialist Group in the European Parliament ,Partei des Demokratischen Sozialismus ,2004-2009,07-2004,female
Piia-Noora KAUPPI,4258,Finland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kansallinen Kokoomus ,2004-2009,07-2004,female
Tchetin KAZAK,34251,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe ,None,Movement for Rights and Freedoms ,2004-2009,09-2005,male
Dieter-Lebrecht KOCH,1852,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Klaus-Heiner LEHNE,2224,Germany,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Christlich Demokratische Union Deutschlands ,2004-2009,07-2004,male
Marian-Jean MARINESCU,33982,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat ,2004-2009,09-2005,male
Viorica-Pompilia-Georgeta MOISUC,37450,Romania,Non-attached Members,"Identity, Tradition and Sovereignty Group ",Partidul România Mare ,2004-2009,01-2007,female
Cătălin-Ioan NECHIFOR,39707,Romania,Socialist Group in the European Parliament ,None,Partidul Social Democrat ,2004-2009,12-2007,male
Rareș-Lucian NICULESCU,39714,Romania,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Partidul Democrat ,2004-2009,12-2007,male
Eva-Riitta SIITONEN,95014,Finland,Group of the European People's Party (Christian Democrats) and European Democrats ,None,Kansallinen Kokoomus ,2004-2009,01-2009,female
