fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Miapetra KUMPULA-NATRI,124735,Finland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Suomen Sosialidemokraattinen Puolue/Finlands Socialdemokratiska Parti ,2014-2019,07-2014,female
Kostadinka KUNEVA,125092,Greece,Confederal Group of the European United Left ,None,Coalition of the Radical Left ,2014-2019,07-2014,female
Zbigniew KUŹMIUK,28389,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Cécile Kashetu KYENGE,124801,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Merja KYLLÖNEN,124736,Finland,Confederal Group of the European United Left ,None,Vasemmistoliitto ,2014-2019,07-2014,female
Miltiadis KYRKOS,125113,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,The River ,2014-2019,07-2014,male
Georgios KYRTSOS,125063,Greece,Group of the European People's Party (Christian Democrats) ,None,Nea Demokratia ,2014-2019,07-2014,male
Ilhan KYUCHYUK,124866,Bulgaria,Group of the Alliance of Liberals and Democrats for Europe ,None,Movement for Rights and Freedoms ,2014-2019,07-2014,male
Patricia LALONDE,188254,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Union des Démocrates et Indépendants ,2014-2019,05-2017,female
Alain LAMASSOURE,1204,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,male
Jean LAMBERT,4531,United Kingdom,Group of the Greens/European Free Alliance ,None,Green Party ,2014-2019,07-2014,female
Philippe LAMBERTS,96648,Belgium,Group of the Greens/European Free Alliance ,None,Ecologistes Confédérés pour l'Organisation de Luttes Originales ,2014-2019,07-2014,male
Alexander Graf LAMBSDORFF,28242,Germany,Group of the Alliance of Liberals and Democrats for Europe ,None,Freie Demokratische Partei ,2014-2019,07-2014,male
Danilo Oscar LANCINI,192635,Italy,Europe of Nations and Freedom Group ,None,Lega Nord ,2014-2019,04-2018,male
Gabrielius LANDSBERGIS,124759,Lithuania,Group of the European People's Party (Christian Democrats) ,None,Tėvynės sąjunga-Lietuvos krikščionys demokratai ,2014-2019,07-2014,male
Bernd LANGE,1909,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Esther de LANGE,38398,Netherlands,Group of the European People's Party (Christian Democrats) ,None,Christen Democratisch Appèl ,2014-2019,07-2014,female
Werner LANGEN,1928,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Marju LAURISTIN,124698,Estonia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sotsiaaldemokraatlik Erakond ,2014-2019,07-2014,female
Giovanni LA VIA,96816,Italy,Group of the European People's Party (Christian Democrats) ,None,Unione di Centro ,2014-2019,07-2014,male
Jérôme LAVRILLEUX,124731,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,male
Gilles LEBRETON,124738,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Christelle LETARD-LECHEVALIER,188718,France,Europe of Nations and Freedom Group ,None,Front national ,2014-2019,06-2017,female
Constance LE GRIP,101580,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,female
Ryszard Antoni LEGUTKO,96796,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Patrick LE HYARIC,96735,France,Confederal Group of the European United Left ,None,Front de Gauche ,2014-2019,07-2014,male
Jörg LEICHTFRIED,28251,Austria,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Österreichs ,2014-2019,07-2014,male
Jo LEINEN,4262,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,female
Jeroen LENAERS,95074,Netherlands,Group of the European People's Party (Christian Democrats) ,None,Christen Democratisch Appèl ,2014-2019,07-2014,male
Innocenzo LEONTINI,72754,Italy,Group of the European People's Party (Christian Democrats) ,European Conservatives and Reformists Group ,Forza Italia ,2014-2019,08-2018,male
Jean-Marie LE PEN,1023,France,Non-attached Members,None,Front national ,2014-2019,07-2014,female
Marine LE PEN,28210,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,female
Janusz LEWANDOWSKI,23781,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,male
Andrew LEWER,124943,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Bogusław LIBERADZKI,23768,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sojusz Lewicy Demokratycznej ,2014-2019,07-2014,male
Peter LIESE,1927,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Arne LIETZ,124839,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Norbert LINS,124808,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Barbara LOCHBIHLER,96728,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,female
Philippe LOISEAU,125684,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Morten LØKKEGAARD,96709,Denmark,Group of the Alliance of Liberals and Democrats for Europe ,None,"Venstre, Danmarks Liberale Parti ",2014-2019,03-2016,male
Sander LOONES,128717,Belgium,European Conservatives and Reformists Group ,None,Nieuw-Vlaamse Alliantie ,2014-2019,10-2014,male
Verónica LOPE FONTAGNÉ,96765,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,female
Javi LÓPEZ,125042,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partit dels Socialistes de Catalunya ,2014-2019,07-2014,male
Juan Fernando LÓPEZ AGUILAR,96812,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,Non-attached Members,Partido Socialista Obrero Español ,2014-2019,07-2014,male
Paloma LÓPEZ BERMEJO,125047,Spain,Confederal Group of the European United Left ,None,Izquierda Unida ,2014-2019,07-2014,female
Antonio LÓPEZ-ISTÚRIZ WHITE,28399,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Sabine LÖSING,96854,Germany,Confederal Group of the European United Left ,None,DIE LINKE. ,2014-2019,07-2014,female
Aleksejs LOSKUTOVS,196042,Latvia,Group of the European People's Party (Christian Democrats) ,None,"Partija ""VIENOTĪBA"" ",2014-2019,01-2019,male
Isabella LÖVIN,96675,Sweden,Group of the Greens/European Free Alliance ,None,Miljöpartiet de gröna ,2014-2019,07-2014,female
Bernd LUCKE,124820,Germany,European Conservatives and Reformists Group ,None,Alternative für Deutschland ,2014-2019,07-2014,male
Olle LUDVIGSSON,96673,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Arbetarepartiet- Socialdemokraterna ,2014-2019,07-2014,female
Elżbieta Katarzyna ŁUKACIJEWSKA,96791,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,female
Ulrike LUNACEK,97017,Austria,Group of the Greens/European Free Alliance ,None,Die Grünen - Die Grüne Alternative ,2014-2019,07-2014,female
Peter LUNDGREN,124996,Sweden,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Sverigedemokraterna ,2014-2019,07-2014,male
Krystyna ŁYBACKA,124883,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sojusz Lewicy Demokratycznej ,2014-2019,07-2014,female
David McALLISTER,124806,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Linda McAVAN,2327,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,female
Emma McCLARKIN,96919,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,female
Mairead McGUINNESS,28115,Ireland,Group of the European People's Party (Christian Democrats) ,None,Fine Gael Party ,2014-2019,07-2014,female
Petr MACH,84175,Czechia,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Strana svobodných občanů ,2014-2019,07-2014,male
Anthea McINTYRE,111011,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,female
Monica MACOVEI,96824,Romania,Group of the European People's Party (Christian Democrats) ,European Conservatives and Reformists Group ,Partidul Democrat-Liberal ,2014-2019,07-2014,female
Vicky MAEIJER,97513,Netherlands,Non-attached Members,Europe of Nations and Freedom Group ,Partij voor de Vrijheid ,2014-2019,07-2014,female
Ivana MALETIĆ,119436,Croatia,Group of the European People's Party (Christian Democrats) ,None,Hrvatska demokratska zajednica ,2014-2019,07-2014,female
Svetoslav Hristov MALINOV,111027,Bulgaria,Group of the European People's Party (Christian Democrats) ,None,Democrats for Strong Bulgaria ,2014-2019,07-2014,male
Curzio MALTESE,125192,Italy,Confederal Group of the European United Left ,None,Lista Tsipras-L'Altra Europa ,2014-2019,07-2014,male
Andrejs MAMIKINS,124746,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,"""Saskaņa"" sociāldemokrātiskā partija ",2014-2019,07-2014,male
Lukas MANDL,190713,Austria,Group of the European People's Party (Christian Democrats) ,None,Österreichische Volkspartei ,2014-2019,11-2017,male
Ramona Nicole MĂNESCU,39717,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Naţional Liberal ,2014-2019,07-2014,female
Vladimír MAŇKA,28192,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,SMER-Sociálna demokracia ,2014-2019,07-2014,male
Thomas MANN,1922,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Louis-Joseph MANSCOUR,124725,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,07-2014,male
Ernest MARAGALL,124933,Spain,Group of the Greens/European Free Alliance ,None,Nova Esquerra Catalana ,2014-2019,07-2014,male
Florent MARCELLESI,26146,Spain,Group of the Greens/European Free Alliance ,None,EQUO ,2014-2019,10-2016,male
Notis MARIAS,125069,Greece,European Conservatives and Reformists Group ,None,Independent Greeks ,2014-2019,07-2014,male
António MARINHO E PINTO,124742,Portugal,Group of the Alliance of Liberals and Democrats for Europe ,None,Partido da Terra ,2014-2019,07-2014,male
David MARTIN,1403,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Dominique MARTIN,124751,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Edouard MARTIN,124947,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,07-2014,male
Fulvio MARTUSCIELLO,124828,Italy,Group of the European People's Party (Christian Democrats) ,None,Forza Italia ,2014-2019,07-2014,male
Michał MARUSIK,124894,Poland,Non-attached Members,Europe of Nations and Freedom Group ,Kongres Nowej Prawicy ,2014-2019,07-2014,male
Jiří MAŠTÁLKA,23704,Czechia,Confederal Group of the European United Left ,None,Komunistická strana Čech a Moravy ,2014-2019,07-2014,male
Barbara MATERA,96813,Italy,Group of the European People's Party (Christian Democrats) ,None,Forza Italia ,2014-2019,07-2014,female
Marisa MATIAS,96820,Portugal,Confederal Group of the European United Left ,None,Bloco de Esquerda ,2014-2019,07-2014,female
Gabriel MATO,96936,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Rupert MATTHEWS,188622,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,06-2017,male
Stefano MAULLU,133326,Italy,Group of the European People's Party (Christian Democrats) ,European Conservatives and Reformists Group ,Forza Italia ,2014-2019,07-2015,male
Fernando MAURA BARANDIARÁN,125039,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,"Unión, Progreso y Democracia ",2014-2019,07-2014,male
Emmanuel MAUREL,24505,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,Non-attached Members,Parti socialiste ,2014-2019,07-2014,male
Costas MAVRIDES,124691,Cyprus,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Democratic Party ,2014-2019,07-2014,male
Eva MAYDELL,98341,Bulgaria,Group of the European People's Party (Christian Democrats) ,None,Citizens for European Development of Bulgaria ,2014-2019,07-2014,female
Georg MAYER,38511,Austria,Non-attached Members,Europe of Nations and Freedom Group ,Freiheitliche Partei Österreichs ,2014-2019,07-2014,male
