fullName,id,country,eu_group_1,eu_group_2,nation_group,term,start_period_1,gender
Lars ADAKTUSSON,124990,Sweden,Group of the European People's Party (Christian Democrats) ,None,Kristdemokraterna ,2014-2019,07-2014,male
Asim ADEMOV,189525,Bulgaria,Group of the European People's Party (Christian Democrats) ,None,Citizens for European Development of Bulgaria ,2014-2019,09-2017,male
Isabella ADINOLFI,124831,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,female
Marco AFFRONTE,124797,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,male
Laura AGEA,124811,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,female
John Stuart AGNEW,96897,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Clara AGUILERA,125045,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,female
Daniela AIUTO,124842,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,female
Tim AKER,99650,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Marina ALBIOL GUZMÁN,125048,Spain,Confederal Group of the European United Left ,None,Izquierda Unida ,2014-2019,07-2014,female
Jan Philipp ALBRECHT,96736,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,male
Louis ALIOT,30190,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Michèle ALLIOT-MARIE,1179,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,female
Lucy ANDERSON,124949,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,female
Martina ANDERSON,113959,United Kingdom,Confederal Group of the European United Left ,None,Sinn Fein ,2014-2019,07-2014,female
Max ANDERSSON,124994,Sweden,Group of the Greens/European Free Alliance ,None,Miljöpartiet de gröna ,2014-2019,07-2014,male
Eric ANDRIEU,113892,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,07-2014,male
Laima Liucija ANDRIKIENĖ,28276,Lithuania,Group of the European People's Party (Christian Democrats) ,None,Tėvynės sąjunga-Lietuvos krikščionys demokratai ,2014-2019,05-2016,female
Nikos ANDROULAKIS,125110,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Panhellenic Socialist Movement - Olive Tree ,2014-2019,07-2014,male
Gerolf ANNEMANS,124973,Belgium,Non-attached Members,Europe of Nations and Freedom Group ,Vlaams Belang ,2014-2019,07-2014,male
Andrus ANSIP,124696,Estonia,Group of the Alliance of Liberals and Democrats for Europe ,None,Eesti Reformierakond ,2014-2019,07-2014,male
Maria ARENA,124936,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti Socialiste ,2014-2019,07-2014,female
Miguel ARIAS CAÑETE,1351,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Pablo ARIAS ECHEVERRÍA,96808,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,05-2019,male
Pascal ARIMONT,24922,Belgium,Group of the European People's Party (Christian Democrats) ,None,Christlich Soziale Partei ,2014-2019,07-2014,male
Marie-Christine ARNAUTU,124748,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,female
Jonathan ARNOTT,124958,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Jean ARTHUIS,124773,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Union des Démocrates et Indépendants ,2014-2019,07-2014,female
Richard ASHWORTH,28132,United Kingdom,European Conservatives and Reformists Group ,Group of the European People's Party (Christian Democrats) ,Conservative Party ,2014-2019,07-2014,male
Francisco ASSIS,28307,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista ,2014-2019,07-2014,male
Janice ATKINSON,124938,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,female
Margrete AUKEN,28161,Denmark,Group of the Greens/European Free Alliance ,None,Socialistisk Folkeparti ,2014-2019,07-2014,female
Petras AUŠTREVIČIUS,124766,Lithuania,Group of the Alliance of Liberals and Democrats for Europe ,None,Lietuvos Respublikos liberalų sąjūdis ,2014-2019,07-2014,male
Inés AYALA SENDER,28292,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,female
Pilar AYUSO,4319,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,female
Johannes Cornelis VAN BAALEN,96937,Netherlands,Group of the Alliance of Liberals and Democrats for Europe ,None,Volkspartij voor Vrijheid en Democratie ,2014-2019,07-2014,male
Georges BACH,97293,Luxembourg,Group of the European People's Party (Christian Democrats) ,None,Parti chrétien social luxembourgeois ,2014-2019,07-2014,male
Guillaume BALAS,124744,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,07-2014,male
Zigmantas BALČYTIS,96680,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Lietuvos socialdemokratų partija ,2014-2019,07-2014,male
Zoltán BALCZÓ,96877,Hungary,Non-attached Members,None,Jobbik Magyarországért Mozgalom ,2014-2019,07-2014,male
Burkhard BALZ,96997,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Nikolay BAREKOV,124871,Bulgaria,European Conservatives and Reformists Group ,None,Bulgaria without Censorship ,2014-2019,07-2014,male
Amjad BASHIR,124956,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Gerard BATTEN,28497,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Nicolas BAY,124760,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Hugues BAYET,125002,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti Socialiste ,2014-2019,07-2014,male
Catherine BEARDER,96955,United Kingdom,Group of the Alliance of Liberals and Democrats for Europe ,None,Liberal Democrats ,2014-2019,07-2014,female
Beatriz BECERRA BASTERRECHEA,125040,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,"Unión, Progreso y Democracia ",2014-2019,07-2014,female
Heinz K. BECKER,107041,Austria,Group of the European People's Party (Christian Democrats) ,None,Österreichische Volkspartei ,2014-2019,07-2014,male
Tiziana BEGHIN,124777,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,female
Bas BELDER,4507,Netherlands,European Conservatives and Reformists Group ,None,Staatkundig Gereformeerde Partij ,2014-2019,07-2014,female
Ivo BELET,28257,Belgium,Group of the European People's Party (Christian Democrats) ,None,Christen-Democratisch & Vlaams ,2014-2019,07-2014,male
Bendt BENDTSEN,96705,Denmark,Group of the European People's Party (Christian Democrats) ,None,Det Konservative Folkeparti ,2014-2019,07-2014,male
Brando BENIFEI,124867,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Xabier BENITO ZILUAGA,135490,Spain,Confederal Group of the European United Left ,None,PODEMOS ,2014-2019,11-2015,male
Monika BEŇOVÁ,23868,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,SMER-Sociálna demokracia ,2014-2019,07-2014,female
Pervenche BERÈS,1985,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,07-2014,female
Joëlle BERGERON,124740,France,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Sans étiquette ,2014-2019,07-2014,female
Goffredo Maria BETTINI,124819,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Izaskun BILBAO BARANDICA,96922,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,Partido Nacionalista Vasco ,2014-2019,07-2014,female
Dominique BILDE,124771,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Mara BIZZOTTO,97198,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord ,2014-2019,07-2014,female
Malin BJÖRK,124992,Sweden,Confederal Group of the European United Left ,None,Vänsterpartiet ,2014-2019,07-2014,female
José BLANCO LÓPEZ,125044,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,male
Vilija BLINKEVIČIŪTĖ,96681,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Lietuvos socialdemokratų partija ,2014-2019,07-2014,female
Andrea BOCSKOR,124712,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,female
Reimer BÖGE,1037,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Franc BOGOVIČ,125004,Slovenia,Group of the European People's Party (Christian Democrats) ,None,Slovenska ljudska stranka ,2014-2019,07-2014,male
Simona BONAFÈ,124814,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Michał BONI,124896,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,male
Mario BORGHEZIO,21817,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord ,2014-2019,07-2014,male
David BORRELLI,124796,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,male
Biljana BORZAN,112748,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Socijaldemokratska partija Hrvatske ,2014-2019,07-2014,female
Victor BOŞTINARU,39711,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partidul Social Democrat ,2014-2019,07-2014,male
Louise BOURS,124964,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,female
Marie-Christine BOUTONNET,124753,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,female
José BOVÉ,96744,France,Group of the Greens/European Free Alliance ,None,Europe Écologie ,2014-2019,07-2014,male
Lynn BOYLAN,124984,Ireland,Confederal Group of the European United Left ,None,Sinn Féin ,2014-2019,07-2014,female
Philip BRADBOURN,4540,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Paul BRANNEN,124954,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Mercedes BRESSO,28346,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Renata BRIANO,124787,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Steeve BRIOIS,124757,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Elmar BROK,1263,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Klaus BUCHNER,124818,Germany,Group of the Greens/European Free Alliance ,None,Ökologisch-Demokratische Partei ,2014-2019,07-2014,male
Daniel BUDA,125012,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Democrat-Liberal ,2014-2019,07-2014,male
Udo BULLMANN,4267,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Jonathan BULLOCK,188733,United Kingdom,Europe of Freedom and Direct Democracy Group ,None,United Kingdom Independence Party ,2014-2019,08-2017,male
Gianluca BUONANNO,124869,Italy,Non-attached Members,Europe of Nations and Freedom Group ,Lega Nord ,2014-2019,07-2014,male
Cristian-Silviu BUŞOI,38420,Romania,Group of the European People's Party (Christian Democrats) ,None,Partidul Naţional Liberal ,2014-2019,07-2014,male
Reinhard BÜTIKOFER,96739,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,male
Jerzy BUZEK,28269,Poland,Group of the European People's Party (Christian Democrats) ,None,Platforma Obywatelska ,2014-2019,07-2014,male
Soledad CABEZÓN RUIZ,125041,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partido Socialista Obrero Español ,2014-2019,07-2014,female
Alain CADEC,96849,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,male
Enrique CALVET CHAMBON,129407,Spain,Group of the Alliance of Liberals and Democrats for Europe ,None,"Unión, Progreso y Democracia ",2014-2019,11-2014,male
Wim van de CAMP,96754,Netherlands,Group of the European People's Party (Christian Democrats) ,None,Christen Democratisch Appèl ,2014-2019,07-2014,male
David CAMPBELL BANNERMAN,96912,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Nicola CAPUTO,124851,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Matt CARTHY,124986,Ireland,Confederal Group of the European United Left ,None,Sinn Féin ,2014-2019,07-2014,male
James CARVER,124971,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
David CASA,28122,Malta,Group of the European People's Party (Christian Democrats) ,None,Partit Nazzjonalista ,2014-2019,07-2014,male
Daniel CASPARY,28219,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Fabio Massimo CASTALDO,124812,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,male
Pilar del CASTILLO VERA,28390,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,female
Jean-Marie CAVADA,28206,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Nouveau Centre-UDI ,2014-2019,07-2014,female
Lorenzo CESA,28451,Italy,Group of the European People's Party (Christian Democrats) ,None,Unione di Centro ,2014-2019,07-2014,male
Dita CHARANZOVÁ,124708,Czechia,Group of the Alliance of Liberals and Democrats for Europe ,None,ANO 2011 ,2014-2019,07-2014,female
Aymeric CHAUPRADE,124752,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,male
Nessa CHILDERS,96603,Ireland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Independent ,2014-2019,07-2014,female
Caterina CHINNICI,124861,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Nikolaos CHOUNTIS,26851,Greece,Confederal Group of the European United Left ,None,Coalition of the Radical Left ,2014-2019,07-2015,male
Ole CHRISTENSEN,28154,Denmark,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Socialdemokratiet ,2014-2019,07-2014,male
Lefteris CHRISTOFOROU,26837,Cyprus,Group of the European People's Party (Christian Democrats) ,None,Democratic Rally ,2014-2019,11-2014,male
Kostas CHRYSOGONOS,125061,Greece,Confederal Group of the European United Left ,None,Coalition of the Radical Left ,2014-2019,07-2014,male
Salvatore CICU,124854,Italy,Group of the European People's Party (Christian Democrats) ,None,Forza Italia ,2014-2019,07-2014,male
Angelo CIOCCA,183793,Italy,Europe of Nations and Freedom Group ,None,Lega Nord ,2014-2019,07-2016,male
Alberto CIRIO,124772,Italy,Group of the European People's Party (Christian Democrats) ,None,Forza Italia ,2014-2019,07-2014,male
Deirdre CLUNE,124988,Ireland,Group of the European People's Party (Christian Democrats) ,None,Fine Gael Party ,2014-2019,07-2014,female
David COBURN,124967,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Carlos COELHO,1892,Portugal,Group of the European People's Party (Christian Democrats) ,None,Partido Social Democrata ,2014-2019,07-2014,male
Sergio Gaetano COFFERATI,96915,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Birgit COLLIN-LANGEN,112788,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,female
Jane COLLINS,124955,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,female
Jacques COLOMBIER,191510,France,Europe of Nations and Freedom Group ,None,Front national ,2014-2019,02-2018,male
Lara COMI,96775,Italy,Group of the European People's Party (Christian Democrats) ,None,Forza Italia ,2014-2019,07-2014,female
Therese COMODINI CACHIA,124968,Malta,Group of the European People's Party (Christian Democrats) ,None,Partit Nazzjonalista ,2014-2019,07-2014,female
Anna Maria CORAZZA BILDT,96674,Sweden,Group of the European People's Party (Christian Democrats) ,None,Moderaterna ,2014-2019,07-2014,female
Richard CORBETT,2309,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Thierry CORNILLET,4338,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Parti Radical ,2014-2019,05-2017,male
Ignazio CORRAO,124856,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,male
Silvia COSTA,96917,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Javier COUSO PERMUY,125997,Spain,Confederal Group of the European United Left ,None,Izquierda Unida ,2014-2019,07-2014,male
Andrea COZZOLINO,96880,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Michael CRAMER,28238,Germany,Group of the Greens/European Free Alliance ,None,Bündnis 90/Die Grünen ,2014-2019,07-2014,male
Corina CREȚU,33997,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partidul Social Democrat ,2014-2019,07-2014,female
Andi CRISTEA,40224,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partidul Social Democrat ,2014-2019,07-2014,male
Brian CROWLEY,2109,Ireland,European Conservatives and Reformists Group ,None,Fianna Fáil Party ,2014-2019,07-2014,male
Pál CSÁKY,124930,Slovakia,Group of the European People's Party (Christian Democrats) ,None,Strana mad'arskej komunity- Magyar Közösség Pártja ,2014-2019,07-2014,male
Ryszard CZARNECKI,28372,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Edward CZESAK,132925,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,06-2015,male
Peter van DALEN,96809,Netherlands,European Conservatives and Reformists Group ,None,ChristenUnie ,2014-2019,07-2014,male
Miriam DALLI,124970,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partit Laburista ,2014-2019,07-2014,female
Daniel DALTON,35135,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,01-2015,male
Jakop G. DALUNDE,183338,Sweden,Group of the Greens/European Free Alliance ,None,Miljöpartiet de gröna ,2014-2019,06-2016,male
Rosa D'AMATO,124835,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,female
Seb DANCE,124952,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,male
Viorica DĂNCILĂ,95281,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partidul Social Democrat ,2014-2019,07-2014,female
Arnaud DANJEAN,96747,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,male
Nicola DANTI,124821,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Michel DANTIN,97296,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,male
William (The Earl of) DARTMOUTH,96958,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Rachida DATI,72775,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,female
Philippe DE BACKER,109337,Belgium,Group of the Alliance of Liberals and Democrats for Europe ,None,Open Vlaamse Liberalen en Democraten ,2014-2019,07-2014,male
Paolo DE CASTRO,96891,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,male
Angélique DELAHAYE,124732,France,Group of the European People's Party (Christian Democrats) ,None,Union pour un Mouvement Populaire ,2014-2019,07-2014,female
Andor DELI,124714,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,male
Karima DELLI,96868,France,Group of the Greens/European Free Alliance ,None,Europe Écologie ,2014-2019,07-2014,female
Mady DELVAUX,124776,Luxembourg,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti ouvrier socialiste luxembourgeois ,2014-2019,07-2014,female
Fabio DE MASI,124858,Germany,Confederal Group of the European United Left ,None,DIE LINKE. ,2014-2019,07-2014,male
Mark DEMESMAEKER,117477,Belgium,European Conservatives and Reformists Group ,None,Nieuw-Vlaamse Alliantie ,2014-2019,07-2014,male
Isabella DE MONTE,124803,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Partito Democratico ,2014-2019,07-2014,female
Jean-Paul DENANOT,94282,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Parti socialiste ,2014-2019,07-2014,male
Gérard DEPREZ,1473,Belgium,Group of the Alliance of Liberals and Democrats for Europe ,None,Mouvement Réformateur ,2014-2019,07-2014,male
Marielle DE SARNEZ,4335,France,Group of the Alliance of Liberals and Democrats for Europe ,None,Mouvement Démocrate ,2014-2019,07-2014,female
Albert DESS,28228,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich-Soziale Union in Bayern e.V. ,2014-2019,07-2014,male
Michael DETJEN,190799,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,01-2018,male
Tamás DEUTSCH,96826,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,male
Mircea DIACONU,124805,Romania,Group of the Alliance of Liberals and Democrats for Europe ,None,Independent ,2014-2019,07-2014,male
Agustín DÍAZ DE MERA GARCÍA CONSUEGRA,28397,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,male
Geoffroy DIDIER,190774,France,Group of the European People's Party (Christian Democrats) ,None,Les Républicains ,2014-2019,12-2017,male
Martina DLABAJOVÁ,124709,Czechia,Group of the Alliance of Liberals and Democrats for Europe ,None,ANO 2011 ,2014-2019,07-2014,female
Anneliese DODDS,124969,United Kingdom,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Labour Party ,2014-2019,07-2014,female
Diane DODDS,96951,United Kingdom,Non-attached Members,None,Democratic Unionist Party ,2014-2019,07-2014,female
Jørn DOHRMANN,124878,Denmark,European Conservatives and Reformists Group ,None,Dansk Folkeparti ,2014-2019,07-2014,male
Valdis DOMBROVSKIS,28618,Latvia,Group of the European People's Party (Christian Democrats) ,None,"Partija ""VIENOTĪBA"" ",2014-2019,07-2014,male
Tomislav DONCHEV,124843,Bulgaria,Group of the European People's Party (Christian Democrats) ,None,Citizens for European Development of Bulgaria ,2014-2019,07-2014,male
Herbert DORFMANN,96787,Italy,Group of the European People's Party (Christian Democrats) ,None,Südtiroler Volkspartei ,2014-2019,07-2014,male
Mireille D'ORNANO,124750,France,Non-attached Members,Europe of Nations and Freedom Group ,Front national ,2014-2019,07-2014,female
Damian DRĂGHICI,124786,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Uniunea Națională pentru Progresul României ,2014-2019,07-2014,male
Andrzej DUDA,124899,Poland,European Conservatives and Reformists Group ,None,Prawo i Sprawiedliwość ,2014-2019,07-2014,male
Ian DUNCAN,124960,United Kingdom,European Conservatives and Reformists Group ,None,Conservative Party ,2014-2019,07-2014,male
Pascal DURAND,124693,France,Group of the Greens/European Free Alliance ,None,Europe Écologie ,2014-2019,07-2014,male
Angel DZHAMBAZKI,124873,Bulgaria,European Conservatives and Reformists Group ,None,VMRO ,2014-2019,07-2014,male
Pablo ECHENIQUE,125036,Spain,Confederal Group of the European United Left ,None,PODEMOS ,2014-2019,07-2014,male
Stefan ECK,124863,Germany,Confederal Group of the European United Left ,None,Partei Mensch Umwelt Tierschutz ,2014-2019,07-2014,male
Christian EHLER,28226,Germany,Group of the European People's Party (Christian Democrats) ,None,Christlich Demokratische Union Deutschlands ,2014-2019,07-2014,male
Bas EICKHOUT,96725,Netherlands,Group of the Greens/European Free Alliance ,None,GroenLinks ,2014-2019,07-2014,female
André ELISSEN,188445,Netherlands,Europe of Nations and Freedom Group ,None,Partij voor de Vrijheid ,2014-2019,06-2017,male
Frank ENGEL,96876,Luxembourg,Group of the European People's Party (Christian Democrats) ,None,Parti chrétien social luxembourgeois ,2014-2019,07-2014,male
Linnéa ENGSTRÖM,128588,Sweden,Group of the Greens/European Free Alliance ,None,Miljöpartiet de gröna ,2014-2019,10-2014,female
Georgios EPITIDEIOS,125071,Greece,Non-attached Members,None,Popular Association – Golden Dawn ,2014-2019,07-2014,male
Norbert ERDŐS,124711,Hungary,Group of the European People's Party (Christian Democrats) ,None,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt ,2014-2019,07-2014,male
Peter ERIKSSON,124937,Sweden,Group of the Greens/European Free Alliance ,None,Miljöpartiet de gröna ,2014-2019,07-2014,male
Cornelia ERNST,96852,Germany,Confederal Group of the European United Left ,None,DIE LINKE. ,2014-2019,07-2014,female
Ismail ERTUG,96842,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Sozialdemokratische Partei Deutschlands ,2014-2019,07-2014,male
Rosa ESTARÀS FERRAGUT,96811,Spain,Group of the European People's Party (Christian Democrats) ,None,Partido Popular ,2014-2019,07-2014,female
Bill ETHERIDGE,124951,United Kingdom,Europe of Freedom and Direct Democracy Group ,Non-attached Members,United Kingdom Independence Party ,2014-2019,07-2014,male
Jill EVANS,4550,United Kingdom,Group of the Greens/European Free Alliance ,None,Plaid Cymru - Party of Wales ,2014-2019,07-2014,female
Eleonora EVI,124779,Italy,Europe of Freedom and Direct Democracy Group ,Non-attached Members,Movimento 5 Stelle ,2014-2019,07-2014,female
Tanja FAJON,96911,Slovenia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament ,None,Socialni demokrati ,2014-2019,07-2014,female
